cell_type_imm_custom	Gene	key	Pathway	Normal	Tumor	diff
Plasma L	TNFRSF10A	receptors	TRAIL	0.020468580747713464	0.013844065340280341	-0.006624515407433123
Plasma L	WNT11	ligands	WNT	0.010740917054131384	0.0040902920323555554	-0.006650625021775829
Monocyte	LGR4	receptors	WNT AMP	0.019195621137379763	0.012446358951894715	-0.006749262185485048
Mast	EFNA5	ligands	EPHRIN	0.006795560593724954	0	-0.006795560593724954
Mast	EGF	ligands	EGF	0.006795560593724954	0	-0.006795560593724954
Mast	EPHB1	receptors	EPHRIN	0.006795560593724954	0	-0.006795560593724954
Mast	ERBB3	receptors	EGF	0.006795560593724954	0	-0.006795560593724954
Mast	FGF2	ligands	FGF	0.006795560593724954	0	-0.006795560593724954
Mast	RSPO3	ligands	WNT AMP	0.006795560593724954	0	-0.006795560593724954
Mast	SHH	ligands	HEDGEHOG	0.006795560593724954	0	-0.006795560593724954
Plasma L	LGR4	receptors	WNT AMP	0.008950764211776152	0.0020718784346199894	-0.006878885777156163
CD8+ T 1	TGFBR1	receptors	TGFB	0.0843914698746686	0.07706666101364192	-0.007324808861026683
Plasma K 1	EREG	ligands	EGF	0.01167683095020044	0.004342347254878279	-0.007334483695322161
Plasma K 1	WNT4	ligands	WNT	0.012853475532771486	0.0054279340685978485	-0.007425541464173638
CD8+ T 1	FZD5	receptors	WNT	0.017485402279665302	0.009982365253769021	-0.0075030370258962805
Mast	FZD3	receptors	WNT	0.02038668178117486	0.012791959542646671	-0.00759472223852819
Plasma L	FZD3	receptors	WNT	0.04270039491570622	0.035031730873112434	-0.007668664042593788
B cells	BMPR2	receptors	BMP	0.07579774981687187	0.06805999906690219	-0.007737750749969685
Plasma K 3	TNFSF10	ligands	TRAIL	0.03850817669777474	0.030724743509617763	-0.0077834331881569754
Monocyte	TGFB1	ligands	TGFB	0.2989459941628278	0.2911402577398308	-0.007805736422996978
CD8+ T 1	DLL1	ligands	NOTCH	0.02559464335912128	0.017719303402296615	-0.007875339956824667
Plasma K 1	EFNB2	ligands	EPHRIN	0.025162923796910618	0.017236343571748514	-0.007926580225162103
Plasma L	EFNB2	ligands	EPHRIN	0.021691268564930206	0.013713478834401185	-0.007977789730529022
Plasma L	IGF1R	receptors	IGF	0.012949938809821496	0.004773032566525448	-0.008176906243296048
Mast	DLL1	ligands	NOTCH	0.013591121187449907	0.0050594684712404765	-0.008531652716209431
Plasma L	PTCH1	receptors	HEDGEHOG	0.0289735566240788	0.020374338492783046	-0.008599218131295754
Tconv	VEGFB	ligands	VEGF	0.11474118440879566	0.10611462422015387	-0.008626560188641788
B cells	TNFSF10	ligands	TRAIL	0.06367368176985212	0.054863878679221836	-0.008809803090630286
Plasma L	ACVR1C	receptors	TGFB	0.01888786236202567	0.01006841115656752	-0.008819451205458151
Plasma L	FZD6	receptors	WNT	0.024974382026033456	0.01609999511766391	-0.008874386908369548
Plasma K 2	ACVR2B	receptors	TGFB	0.018667323076738428	0.009762636345914722	-0.008904686730823706
Plasma K 1	TNFSF10	ligands	TRAIL	0.047234064225101145	0.03827224099151552	-0.008961823233585624
Tconv	VEGFA	ligands	VEGF	0.03140578245481326	0.02238367903867235	-0.009022103416140907
Plasma K 1	FZD6	receptors	WNT	0.02680726343490027	0.017686902808164772	-0.009120360626735498
GC B cells	EFNA1	ligands	EPHRIN	0.009241962407465937	0	-0.009241962407465937
GC B cells	ERBB2	receptors	EGF	0.009241962407465937	0	-0.009241962407465937
GC B cells	FGF7	ligands	FGF	0.009241962407465937	0	-0.009241962407465937
GC B cells	FZD8	receptors	WNT	0.009241962407465937	0	-0.009241962407465937
GC B cells	IGF1R	receptors	IGF	0.009241962407465937	0	-0.009241962407465937
GC B cells	JAG1	ligands	NOTCH	0.009241962407465937	0	-0.009241962407465937
GC B cells	TNFRSF1A	receptors	TNFSF10	0.009241962407465937	0	-0.009241962407465937
GC B cells	WNT10B	ligands	WNT	0.009241962407465937	0	-0.009241962407465937
GC B cells	WNT5A	ligands	WNT	0.009241962407465937	0	-0.009241962407465937
CD8+ T 1	VEGFA	ligands	VEGF	0.035061048981563744	0.025276509460865744	-0.009784539520698
B cells	BMP7	ligands	BMP	0.011905908452018839	0.002039621185936718	-0.009866287266082121
Plasma K 1	TNFRSF10A	receptors	TRAIL	0.024192725435898767	0.014204862748797934	-0.009987862687100833
Mast	MST1	ligands	MST	0.013591121187449907	0.0033729789808269843	-0.010218142206622923
Plasma L	ACVR1	receptors	TGFB	0.029777375527960663	0.019507546615849573	-0.01026982891211109
GC B cells	PTCH1	receptors	HEDGEHOG	0.05702221492021407	0.04655466138089185	-0.010467553539322223
Treg	LRRC32	ligands	TGFB	0.02919907981861959	0.018565906854882436	-0.010633172963737156
Monocyte	BMP6	ligands	BMP	0.014723703843444633	0.00409025744215679	-0.010633446401287843
Mast	BMP6	ligands	BMP	0.010770708712432448	0	-0.010770708712432448
CD8+ T 2	FZD3	receptors	WNT	0.035546009259484375	0.02452543346437565	-0.011020575795108727
Plasma K 2	FZD7	receptors	WNT	0.023950611488761108	0.012917142453710595	-0.011033469035050513
Monocyte	TNF	ligands	TNFSF10	0.4082864902227315	0.3971912057348711	-0.011095284487860402
Tconv	EPHB6	receptors	EPHRIN	0.04394710911543002	0.03253964401741625	-0.01140746509801377
Tconv	PTCH2	receptors	HEDGEHOG	0.024770358719622892	0.013344954076891947	-0.011425404642730945
Plasma L	ACVR2B	receptors	TGFB	0.020975207427988116	0.009439135459282051	-0.011536071968706065
Monocyte	WNT5B	ligands	WNT	0.02590349707828246	0.014131570126631297	-0.011771926951651164
Mast	WNT5A	ligands	WNT	0.013591121187449907	0.0016864894904134922	-0.011904631697036415
Monocyte	FZD3	receptors	WNT	0.02143157978434733	0.00934351350941416	-0.01208806627493317
Mast	BMP7	ligands	BMP	0.03334507236923682	0.02122440699471413	-0.012120665374522686
B cells	TGFBR1	receptors	TGFB	0.05941740647748861	0.04706999808045924	-0.012347408397029372
CD8+ T 1	BMPR2	receptors	BMP	0.05307801844661181	0.04067844065900881	-0.012399577787602999
Plasma K 1	FZD5	receptors	WNT	0.024346921088079045	0.011808409503150666	-0.012538511584928379
Plasma L	HBEGF	ligands	EGF	0.05617049457467216	0.04359231147307014	-0.012578183101602018
Treg	PTCH1	receptors	HEDGEHOG	0.015910808964138306	0.0032846573579072987	-0.012626151606231007
Tconv	DLL1	ligands	NOTCH	0.025297409190050326	0.012584575129753797	-0.01271283406029653
B cells	LTA	ligands	TNFSF10	0.03539040378085741	0.022668621639760717	-0.01272178214109669
GC B cells	FZD3	receptors	WNT	0.07009993829370376	0.0569001416877567	-0.013199796605947056
Plasma K 1	TGFBR1	receptors	TGFB	0.03547870395247861	0.02225452968125118	-0.013224174271227431
GC B cells	EFNA3	ligands	EPHRIN	0.018483924814931874	0.005172740153432428	-0.013311184661499446
Plasma L	FZD7	receptors	WNT	0.030047648329491937	0.01672927081494938	-0.013318377514542557
Mast	IGF1	ligands	IGF	0.013591121187449907	0	-0.013591121187449907
Plasma K 1	ACVR1C	receptors	TGFB	0.026937377443245716	0.013344555553286492	-0.013592821889959224
Plasma K 3	NOTCH2	receptors	NOTCH	0.03850817669777474	0.024464018137409834	-0.014044158560364905
CD8+ T 2	PTCH2	receptors	HEDGEHOG	0.05331901388922656	0.03923491023078105	-0.014084103658445507
Mast	TNFRSF10B	receptors	TRAIL	0.04756892415607468	0.03331641015669953	-0.014252513999375147
Plasma K 3	ACVR1	receptors	TGFB	0.03850817669777474	0.02418282252663501	-0.01432535417113973
Treg	EPHB6	receptors	EPHRIN	0.07938148192994937	0.06473489771475906	-0.014646584215190314
Plasma K 2	FZD3	receptors	WNT	0.044953750912774045	0.030001756059061357	-0.014951994853712687
Monocyte	EFNB1	ligands	EPHRIN	0.03969919423639877	0.024581069161550267	-0.015118125074848502
CD8+ T 1	TNFRSF1A	receptors	TNFSF10	0.060963313645637986	0.04583609120109653	-0.015127222444541455
Plasma K 1	ACVR1	receptors	TGFB	0.023879226032660437	0.008684694509756558	-0.015194531522903879
Plasma L	BMPR2	receptors	BMP	0.05030679462053796	0.034824022698238546	-0.015482771922299417
CD8+ T 1	PTCH2	receptors	HEDGEHOG	0.029035266320213853	0.013333885251575207	-0.015701381068638644
Plasma K 1	BMPR2	receptors	BMP	0.05329540895910018	0.037544979243768685	-0.015750429715331492
CD8+ T 2	ACVR1	receptors	TGFB	0.05331901388922656	0.037545472280330366	-0.015773541608896192
Mast	EGFR	receptors	EGF	0.017566269306157404	0.0016864894904134922	-0.015879779815743914
Mast	FGFR3	receptors	FGF	0.017566269306157404	0.0016864894904134922	-0.015879779815743914
Mast	FGFR4	receptors	FGF	0.017566269306157404	0.0016864894904134922	-0.015879779815743914
Plasma K 1	ACVR2B	receptors	TGFB	0.023932497419207874	0.007599107696036988	-0.016333389723170885
Monocyte	BMPR2	receptors	BMP	0.16474476233387594	0.1477592965944613	-0.016985465739414646
Mast	IGF1R	receptors	IGF	0.03115739049360731	0.013778492652398895	-0.017378897841208416
CD8+ T 1	TGFBR2	receptors	TGFB	0.2630849242889181	0.24563925654919289	-0.017445667739725224
GC B cells	LTA	ligands	TNFSF10	0.07009993829370376	0.05260637941235699	-0.017493558881346766
Plasma L	TGFBR1	receptors	TGFB	0.04487549774860843	0.027112319820159637	-0.017763177928448795
CD8+ T 2	DLL4	ligands	NOTCH	0.017773004629742187	0	-0.017773004629742187
CD8+ T 2	EPHB3	receptors	EPHRIN	0.017773004629742187	0	-0.017773004629742187
CD8+ T 2	MST1	ligands	MST	0.017773004629742187	0	-0.017773004629742187
Monocyte	TNFRSF10B	receptors	TRAIL	0.19216804051740205	0.17387695224534913	-0.01829108827205292
Treg	EFNB2	ligands	EPHRIN	0.051408898428514205	0.03307662753014129	-0.018332270898372915
GC B cells	FGFR2	receptors	FGF	0.018483924814931874	0	-0.018483924814931874
GC B cells	LRRC32	ligands	TGFB	0.018483924814931874	0	-0.018483924814931874
Plasma K 1	FZD7	receptors	WNT	0.03830070899020783	0.01800441659681643	-0.0202962923933914
Mast	FGF7	ligands	FGF	0.02038668178117486	0	-0.02038668178117486
Mast	FGFR2	receptors	FGF	0.02038668178117486	0	-0.02038668178117486
Plasma L	PTCH2	receptors	HEDGEHOG	0.1477888991385818	0.12681002206743736	-0.02097887707114443
GC B cells	BMP3	ligands	TGFB	0.03696784962986375	0.015518220460297282	-0.021449629169566466
GC B cells	WNT2B	ligands	WNT	0.03696784962986375	0.015518220460297282	-0.021449629169566466
CD8+ T 2	NOTCH2	receptors	NOTCH	0.08886502314871093	0.06571869215034727	-0.023146330998363662
Plasma K 3	FZD7	receptors	WNT	0.03850817669777474	0.015349051869511241	-0.023159124828263496
CD8+ T 2	VEGFA	ligands	VEGF	0.06371555512276925	0.040216435527917586	-0.02349911959485166
GC B cells	BMPR2	receptors	BMP	0.07009993829370376	0.04655466138089185	-0.023545276912811906
CD8+ T 2	DLL1	ligands	NOTCH	0.035546009259484375	0.011552453009332421	-0.023993556250151954
CD8+ T 2	EFNA3	ligands	EPHRIN	0.035546009259484375	0.011552453009332421	-0.023993556250151954
CD8+ T 2	FZD5	receptors	WNT	0.035546009259484375	0.011552453009332421	-0.023993556250151954
CD8+ T 2	IGF1R	receptors	IGF	0.035546009259484375	0.011552453009332421	-0.023993556250151954
Plasma K 3	PTCH1	receptors	HEDGEHOG	0.03850817669777474	0.01434097614951611	-0.02416720054825863
Mast	WNT4	ligands	WNT	0.024361829899882358	0	-0.024361829899882358
Plasma K 3	ACVR2B	receptors	TGFB	0.03850817669777474	0.013778584927966459	-0.024729591769808282
Mast	TGFBR2	receptors	TGFB	0.2277177065239936	0.20279920553805608	-0.02491850098593751
CD8+ T 2	FGF9	ligands	FGF	0.028169545863284868	0.0028881132523331052	-0.02528143261095176
Plasma K 2	TNFSF10	ligands	TRAIL	0.11914316333109062	0.09304615012804761	-0.026097013203043015
GC B cells	EPHA4	receptors	EPHRIN	0.03696784962986375	0.010345480306864855	-0.02662236932299889
Mast	BMP4	ligands	BMP	0.03513253861231481	0.008275419420102568	-0.026857119192212238
Plasma K 3	FZD6	receptors	WNT	0.03850817669777474	0.011131117707888856	-0.027377058989885884
GC B cells	FZD6	receptors	WNT	0.027725887222397813	0	-0.027725887222397813
GC B cells	DLL1	ligands	NOTCH	0.03313208866384001	0.005172740153432428	-0.02795934851040758
GC B cells	TNF	ligands	TNFSF10	0.13252835465536003	0.10433378094668126	-0.02819457370867877
Plasma K 3	TNFRSF10B	receptors	TRAIL	0.03850817669777474	0.010096860032056981	-0.028411316665717758
Plasma K 3	ACVR1C	receptors	TGFB	0.03850817669777474	0.010006335264789553	-0.028501841432985186
Mast	WNT2B	ligands	WNT	0.05023494097454175	0.020237873884961906	-0.029997067089579846
Plasma K 3	NOTCH1	receptors	NOTCH	0.03850817669777474	0.00787347710169512	-0.030634699596079618
Tconv	TGFBR2	receptors	TGFB	0.27943027009368593	0.2485843625157421	-0.030845907577943837
Plasma K 1	PTCH2	receptors	HEDGEHOG	0.12543572075648968	0.09426423561962186	-0.03117148513686782
Mast	TNFRSF1A	receptors	TNFSF10	0.04192809920603976	0.01040551367157191	-0.03152258553446785
Plasma L	WNT5B	ligands	WNT	0.09643889910915103	0.06421592912789206	-0.03222296998125897
Plasma K 3	WNT6	ligands	WNT	0.03850817669777474	0.006186303437046165	-0.03232187326072857
Plasma K 3	IGF1	ligands	IGF	0.17655854613044142	0.14418994536592483	-0.032368600764516586
CD8+ T 2	PTCH1	receptors	HEDGEHOG	0.035546009259484375	0.0028881132523331052	-0.03265789600715127
CD8+ T 1	VEGFB	ligands	VEGF	0.12444312712628344	0.09100983598419457	-0.03343329114208887
B cells	AREG	ligands	EGF	0.651778522783094	0.6182307427885296	-0.033547779994564375
Plasma K 3	ACVR1B	receptors	TGFB	0.03850817669777474	0.00438242304929304	-0.0341257536484817
GC B cells	VEGFB	ligands	VEGF	0.3566158197702118	0.32246784526887595	-0.03414797450133583
GC B cells	TNFRSF10B	receptors	TRAIL	0.055451774444795626	0.02069096061372971	-0.03476081383106591
Plasma K 3	WNT10A	ligands	WNT	0.03850817669777474	0.003655542940072734	-0.034852633757702006
Treg	FZD3	receptors	WNT	0.04749977615180094	0.01185412386202204	-0.0356456522897789
B cells	TGFBR2	receptors	TGFB	0.2939203528696029	0.25707302944193927	-0.036847323427663614
Plasma K 1	WNT5B	ligands	WNT	0.09167806866998379	0.054648277367752594	-0.0370297913022312
Plasma K 3	BMP2	ligands	BMP	0.03850817669777474	0.0014059780538741285	-0.03710219864390061
CD8+ T 2	EFNA5	ligands	EPHRIN	0.045942550493027055	0.008664339756999316	-0.03727821073602774
CD8+ T 2	TNFRSF10A	receptors	TRAIL	0.045942550493027055	0.008664339756999316	-0.03727821073602774
CD8+ T 1	TNF	ligands	TNFSF10	0.2935986244312156	0.25566648274424764	-0.03793214168696796
Plasma K 1	FZD3	receptors	WNT	0.0632028943618433	0.025060730885993632	-0.03814216347584967
Plasma K 3	LRRC32	ligands	TGFB	0.03850817669777474	2.8119561077482566e-4	-0.038226981086999914
Plasma K 2	VEGFB	ligands	VEGF	0.1588495995314906	0.11991527071311336	-0.038934328818377245
GC B cells	NOTCH1	receptors	NOTCH	0.0739356992597275	0.03406229993632714	-0.03987339932340036
GC B cells	FGFR1	receptors	FGF	0.05161601347877188	0.010345480306864855	-0.04127053317190702
Plasma K 2	PTCH2	receptors	HEDGEHOG	0.14941691935137705	0.10440209056772183	-0.04501482878365522
Plasma K 3	TNFRSF10A	receptors	TRAIL	0.06103401603711721	0.014059780538741283	-0.04697423549837593
CD8+ T 2	TNFRSF1A	receptors	TNFSF10	0.10663802777845312	0.05754511504191622	-0.049092912736536896
Plasma K 3	TGFBR2	receptors	TGFB	0.07701635339554948	0.027488245297395228	-0.04952810809815425
GC B cells	TGFBR2	receptors	TGFB	0.13479367514596532	0.08364282033295155	-0.05115085481301378
Monocyte	TGFBR1	receptors	TGFB	0.34093996634065454	0.2890596162736533	-0.05188035006700126
CD8+ T 2	IGF1	ligands	IGF	0.05904064341010373	0.006705991301808751	-0.05233465210829498
Treg	TGFBR2	receptors	TGFB	0.18414924196124466	0.13111341654599964	-0.053035825415245014
CD8+ T 2	NOTCH1	receptors	NOTCH	0.254862220491077	0.20048319185194918	-0.0543790286391278
Plasma L	TNFSF10	ligands	TRAIL	0.09328516282554052	0.03855236321773074	-0.05473279960780977
Plasma K 1	TGFBR2	receptors	TGFB	0.10808760122864029	0.05184207616301014	-0.05624552506563015
Plasma L	VEGFB	ligands	VEGF	0.18756176144519188	0.1306939392058315	-0.05686782223936038
Plasma K 2	WNT5B	ligands	WNT	0.09129776299211326	0.0312220856023007	-0.06007567738981256
Plasma K 2	TGFBR2	receptors	TGFB	0.1362611177556161	0.07384186609254555	-0.062419251663070566
Monocyte	NOTCH2	receptors	NOTCH	0.3397850242281593	0.27325135743937506	-0.06653366678878425
Plasma K 3	EFNB2	ligands	EPHRIN	0.07701635339554948	0.009608432930910557	-0.06740792046463892
Plasma L	IGF1	ligands	IGF	0.19231266483237805	0.1233271944432574	-0.06898547038912065
Plasma K 2	TGFB1	ligands	TGFB	0.2781677591638579	0.20911692516517882	-0.06905083399867906
Plasma K 3	WNT5B	ligands	WNT	0.15403270679109896	0.08489993206002615	-0.06913277473107281
Plasma K 3	VEGFB	ligands	VEGF	0.1925408834888737	0.12242115239280622	-0.07011973109606746
Plasma K 1	VEGFB	ligands	VEGF	0.17157940294130283	0.09929038217801955	-0.07228902076328328
Plasma K 1	AREG	ligands	EGF	0.35815839202969135	0.2849260024679156	-0.07323238956177575
GC B cells	EFNB2	ligands	EPHRIN	0.12555171273849938	0.05172740153432428	-0.0738243112041751
Plasma L	TGFBR2	receptors	TGFB	0.12031926950840738	0.04437008783128944	-0.07594918167711794
GC B cells	TGFBR1	receptors	TGFB	0.14403563755343124	0.06724562199462156	-0.07679001555880968
Plasma K 1	TGFB1	ligands	TGFB	0.21603385143401108	0.13733911099593119	-0.07869474043807989
Plasma K 2	IGF1	ligands	IGF	0.1704090706913815	0.09131933806288611	-0.07908973262849539
Mast	PTCH1	receptors	HEDGEHOG	0.09188685511228056	0.0060460015809927015	-0.08584085353128786
Plasma K 2	BMP6	ligands	BMP	0.1334340560642169	0.046073404620567825	-0.08736065144364907
GC B cells	MET	receptors	HGF	0.1070677879235675	0.015518220460297282	-0.09154956746327021
CD8+ T 2	TGFBR2	receptors	TGFB	0.3511037070359874	0.2595005948395702	-0.0916031121964172
Plasma L	TGFB1	ligands	TGFB	0.27106787144946237	0.17938058452882158	-0.09168728692064079
Plasma L	AREG	ligands	EGF	0.31494630893074155	0.21879818334276915	-0.0961481255879724
Treg	AREG	ligands	EGF	0.28775399483860115	0.19060333875748683	-0.09715065608111431
Plasma K 1	BMP6	ligands	BMP	0.1767270386272143	0.07785534841495874	-0.09887169021225557
Monocyte	TNFSF10	ligands	TRAIL	0.33247976054966455	0.23215005559531543	-0.10032970495434912
Monocyte	TGFBR2	receptors	TGFB	0.44101368441091887	0.3380489473710622	-0.10296473703985665
CD8+ T 2	TGFBR1	receptors	TGFB	0.19852312876450723	0.09171171142134521	-0.10681141734316202
Plasma L	BMP6	ligands	BMP	0.1758888449677073	0.06768309663562595	-0.10820574833208134
Plasma K 1	IGF1	ligands	IGF	0.2378148318311086	0.11485841797416975	-0.12295641385693885
GC B cells	TNFSF10	ligands	TRAIL	0.19479113741703552	0.05172740153432428	-0.14306373588271123
Plasma K 3	BMP6	ligands	BMP	0.23104906018664842	0.08281531387625674	-0.14823374631039168
Plasma K 3	PTCH2	receptors	HEDGEHOG	0.2920830762237656	0.1221975941709658	-0.1698854820527998
Plasma K 3	AREG	ligands	EGF	0.32700577952500864	0.13257985090576274	-0.1944259286192459
GC B cells	BMP7	ligands	BMP	0.2947316966688256	0.07202943676641956	-0.22270225990240605
Tconv	AREG	ligands	EGF	0.8035218941797242	0.566964238079718	-0.23655765610000623
Monocyte	IGF1	ligands	IGF	0.391068425208301	0.12049339961777093	-0.27057502559053004
CD8+ T 1	AREG	ligands	EGF	0.8584215069054701	0.5616929867575772	-0.29672852014789297
CD8+ T 2	VEGFB	ligands	VEGF	0.4845749729562122	0.1613000421211621	-0.3232749308350501
CD8+ T 2	AREG	ligands	EGF	1.265194554868515	0.385436866768232	-0.8797576881002831
