cell_type_imm_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
CD8+ T 1	HLA-DRB5	6.353812338830846e-8	0.10524400884855026	0.155	0.103	0.001388562148528093
CD8+ T 1	ACTG1	6.388737452592705e-8	-0.11736622346907888	0.963	0.924	0.0013961946828896098
CD8+ T 1	HLA-B	7.20258159229401e-8	-0.12082245984521556	0.363	0.43	0.0015740521811799329
CD8+ T 1	LRRC75A	8.204333512619076e-8	-0.07150190579372775	0.079	0.123	0.0017929750458477729
CD8+ T 1	LSM5	9.137922345655864e-8	-0.0709719970516488	0.157	0.216	0.0019970015494196326
CD8+ T 1	RARRES3	9.204113967133303e-8	-0.13592142678502228	0.62	0.671	0.002011467066377312
CD8+ T 1	PRDX1	9.687424365031361e-8	0.0905113142041617	0.531	0.426	0.002117089720733954
CD8+ T 1	MED29	1.0455622333895632e-7	-0.08016609645390294	0.148	0.205	0.0022849717048495513
CD8+ T 1	NSA2	1.0859672083593572e-7	-0.07768374500819142	0.308	0.383	0.0023732727371485393
CD8+ T 1	BCL2	1.0914171878137371e-7	-0.07169540362917579	0.157	0.218	0.0023851831222481412
CD8+ T 1	CD63	1.1278153837253587e-7	-0.16345102722036797	0.696	0.684	0.002464727739593399
CD8+ T 1	HNRNPA1	1.1597030126028152e-7	-0.09169236809389181	0.407	0.487	0.0025344149637421924
CD8+ T 1	RHOB	1.2192107134436153e-7	0.16421968120587271	0.201	0.144	0.0026644630931596767
CD8+ T 1	ARHGDIB	1.2411360445220044e-7	-0.11924558172304911	0.752	0.777	0.0027123787116983883
CD8+ T 1	TUBB4B	1.4058237292438363e-7	-0.1502056033740815	0.656	0.707	0.00307228717788948
CD8+ T 1	LYST	1.4894245044430947e-7	0.0960725889357911	0.214	0.156	0.003254988312009939
CD8+ T 1	RGS19	1.557780217391792e-7	-0.04797542504501856	0.124	0.18	0.003404372887088022
CD8+ T 1	PNRC1	1.878645451453401e-7	-0.10682725567816198	0.703	0.757	0.004105591769606262
CD8+ T 1	SH3BGRL	2.0104622050522028e-7	-0.0740935794250478	0.3	0.375	0.004393664102921084
CD8+ T 1	BIRC3	2.033414114815512e-7	0.09135578798644381	0.2	0.143	0.00444382320651782
CD8+ T 1	SLA	2.07064630502808e-7	0.14351354737503785	0.465	0.41	0.004525190435008366
CD8+ T 1	PRR7	2.2708667501171826e-7	-0.03422749862711508	0.075	0.12	0.004962752195706091
CD8+ T 1	C4orf48	2.309557753576888e-7	-0.05885576655271044	0.153	0.212	0.0050473075146669315
CD8+ T 1	RNF19A	2.6268195036316236e-7	0.0940058323317573	0.379	0.306	0.0057406513432365506
CD8+ T 1	LPIN1	2.9110576736900515e-7	-0.08047284919965392	0.197	0.26	0.006361825440082239
CD8+ T 1	OSTC	3.068862803604638e-7	-0.08221181741473049	0.205	0.265	0.006706692770997576
CD8+ T 1	TSPAN3	3.1410850214032516e-7	-0.06698344143186839	0.08	0.122	0.006864527205774666
CD8+ T 1	CKB	3.24313874990348e-7	-0.1572768044354847	0.087	0.13	0.007087555424039065
CD8+ T 1	CD38	3.467503480603078e-7	-0.07295024739555195	0.083	0.127	0.007577882106509967
CD8+ T 1	RGL4	3.499913691351553e-7	-0.03975341607476815	0.15	0.21	0.007648711381079684
CD8+ T 1	IER2	4.297849893892351e-7	-0.10916713954093482	0.809	0.824	0.009392521158112344
CD8+ T 1	EIF3F	4.440289410942109e-7	-0.09832947647266355	0.384	0.452	0.009703808478672884
CD8+ T 1	VEGFB	5.965664075870669e-7	-0.04271965401915376	0.1	0.149	0.013037362271407761
CD8+ T 1	GPR155	6.444467776738959e-7	-0.06935174679809292	0.135	0.189	0.014083739879285321
CD8+ T 1	AC020571.1	6.963520384947701e-7	-0.05586580889244691	0.079	0.121	0.015218077449264707
CD8+ T 1	ABI3	7.539924834080437e-7	-0.04614432575850605	0.145	0.202	0.016477751732399386
CD8+ T 1	CFDP1	8.099779291991097e-7	-0.05966823970202595	0.07	0.109	0.01770125766471734
CD8+ T 1	ABRACL	8.623510865839161e-7	-0.10267325418597884	0.387	0.455	0.018845820646204905
CD8+ T 1	YPEL5	8.738688869468716e-7	-0.16129275974179835	0.601	0.65	0.019097530655336932
CD8+ T 1	CCND3	9.194516505935558e-7	-0.06769848739551537	0.252	0.319	0.02009369637207157
CD8+ T 1	TMSB10	9.243578214093219e-7	-0.10163265423356771	0.997	0.995	0.02020091582907932
CD8+ T 1	CCL4L2	9.397377189013944e-7	-0.27479200713184126	0.25	0.308	0.02053702810887107
CD8+ T 1	PIP4K2A	9.90479581945511e-7	-0.10313323359553539	0.467	0.54	0.021645940783837195
CD8+ T 1	DDX60	1.0462737700961598e-6	-0.06559423074306238	0.082	0.122	0.022865266971681477
CD8+ T 1	UBC	1.0655296242971365e-6	0.062447616967747255	0.988	0.959	0.02328608440938962
CD8+ T 1	RGS10	1.129066703524092e-6	-0.07445152741267769	0.324	0.403	0.02467462373881551
CD8+ T 1	BTG2	1.198375307851485e-6	-0.10037177779383244	0.699	0.736	0.026189293977786354
CD8+ T 1	PDE3B	1.201480756492865e-6	0.09549968717277099	0.206	0.156	0.026257160452395074
CD8+ T 1	EZH2	1.290379671080544e-6	0.06693969921825385	0.126	0.083	0.028199957331794208
CD8+ T 1	ANKRD28	1.374574540489026e-6	-0.051198546234008435	0.07	0.108	0.030039952007847173
CD8+ T 1	NSMCE1	1.4097416275775362e-6	-0.030006135330871903	0.095	0.14	0.030808493529079477
CD8+ T 1	PBX4	1.4911026603076683e-6	-0.033762570027867936	0.067	0.105	0.032586557538363786
CD8+ T 1	MAFF	1.5502839475032357e-6	-0.07037373239022804	0.186	0.245	0.03387990538873571
CD8+ T 1	TMEM107	1.5557775658075663e-6	-0.06040008046502167	0.073	0.111	0.03399996292315855
CD8+ T 1	DUT	1.910483899868229e-6	-0.057281959047848274	0.193	0.252	0.041751715147720275
CD8+ T 1	DEDD2	1.917290135395775e-6	0.1308993491385026	0.269	0.22	0.04190045861893927
CD8+ T 1	ABHD17A	2.0417266166496356e-6	-0.08223852865233855	0.27	0.331	0.04461989348026114
CD8+ T 1	GPR82	2.100626887757526e-6	-0.030459794408362648	0.066	0.104	0.04590710000505298
CD8+ T 1	MRPL1	2.162578871203064e-6	-0.12062663109758398	0.188	0.244	0.04726099865127176
CD8+ T 1	HPCAL1	2.180181689083336e-6	-0.04202892351636575	0.085	0.127	0.047645690633227225
CD8+ T 1	STAT1	2.34818516743941e-6	-0.09118933622861167	0.12	0.164	0.051317238649220866
CD8+ T 1	SYTL3	2.734570581856668e-6	-0.08259404677835042	0.287	0.352	0.05976130549589562
CD8+ T 1	RIN3	2.7421886733274702e-6	-0.03267195125815009	0.07	0.108	0.05992779126689853
CD8+ T 1	TPM3	2.751427048807975e-6	-0.10140907759871387	0.485	0.539	0.06012968672464948
CD8+ T 1	PAXX	2.788897186025936e-6	-0.08763805474251463	0.418	0.484	0.06094855910341081
CD8+ T 1	IGLC3	2.849632399389822e-6	0.2764012448531716	0.234	0.182	0.06227586645626517
CD8+ T 1	FABP1	2.983747478138513e-6	-0.365890802108509	0.192	0.244	0.06520681738723906
CD8+ T 1	TRGC2	2.9904209603424787e-6	-0.16096313277257113	0.292	0.353	0.06535265966732454
CD8+ T 1	SIRPG	3.2535575592694297e-6	-0.05272323662486056	0.116	0.163	0.07110324690027411
CD8+ T 1	VMP1	3.2658389097444087e-6	0.1385111233890428	0.411	0.348	0.07137164353355431
CD8+ T 1	CDKN1A	3.3872140220885727e-6	-0.08873917440240603	0.2	0.254	0.07402417523872366
CD8+ T 1	CD3D	3.407748758367351e-6	-0.10336757836912747	0.773	0.78	0.07447294136536009
CD8+ T 1	CYFIP2	3.5197760934214566e-6	-0.05302508918116139	0.224	0.288	0.07692118674563252
CD8+ T 1	TBCD	3.562653114102231e-6	0.07724328745735604	0.139	0.097	0.07785822115559016
CD8+ T 1	OCIAD2	3.590636486784796e-6	-0.06215086694913463	0.251	0.313	0.07846976978219493
CD8+ T 1	RHOQ	3.594788368498618e-6	-0.03188612551347515	0.075	0.114	0.0785605050051688
CD8+ T 1	CCSER2	3.6919269180925923e-6	0.08907045799003521	0.298	0.244	0.08068337086799551
CD8+ T 1	UBALD2	3.7407943559508764e-6	-0.09677602594130758	0.302	0.357	0.08175131985495045
CD8+ T 1	DOK2	3.7636217111867872e-6	0.1701287483431489	0.32	0.281	0.08225018887627605
CD8+ T 1	CMC1	3.970176266579577e-6	-0.16215693122506414	0.287	0.339	0.08676423212983007
CD8+ T 1	PSD4	3.976507258503946e-6	-0.0481783513416906	0.115	0.161	0.08690258962734525
CD8+ T 1	MNAT1	4.526799032399798e-6	-0.04371424336367877	0.095	0.138	0.0989286660540652
CD8+ T 1	LPP	4.610893136675604e-6	-0.05460514607436387	0.123	0.169	0.10076645860890866
CD8+ T 1	HIF1A	4.657197771140028e-6	0.10999020560729889	0.205	0.16	0.10177840009049417
CD8+ T 1	ETV3	5.152193367576555e-6	-0.07045354290950179	0.124	0.17	0.11259603385501803
CD8+ T 1	NPM1	5.224257886781751e-6	-0.12061038057959839	0.713	0.719	0.11417093185772839
CD8+ T 1	ABLIM1	5.361208103058421e-6	-0.047717396923715155	0.14	0.19	0.11716384188423873
CD8+ T 1	SEL1L	5.478462484180224e-6	-0.04884986844984418	0.089	0.13	0.11972631912927462
CD8+ T 1	XAF1	5.7178452257782816e-6	-0.0982344733025291	0.152	0.198	0.12495778956415857
CD8+ T 1	VPS37B	5.785797679042713e-6	-0.0903125214657231	0.19	0.24	0.12644282247779945
CD8+ T 1	CD96	6.766966507514518e-6	-0.0575777656696429	0.239	0.304	0.14788528605522228
CD8+ T 1	ICOS	6.864753973268795e-6	0.10879508657659642	0.166	0.123	0.15002233333181625
CD8+ T 1	SSBP4	6.890557903713976e-6	-0.04632017564752117	0.222	0.285	0.15058625242776524
CD8+ T 1	RPS6KA5	7.035488598140977e-6	-0.06642815857851081	0.124	0.168	0.15375356782377292
CD8+ T 1	AC026979.2	7.037439655536075e-6	-0.09038551547861223	0.265	0.324	0.1537962062320854
CD8+ T 1	MIAT	7.503878726440737e-6	0.09372247072571019	0.167	0.124	0.16398976568763587
CD8+ T 1	TNFSF9	7.636733825610323e-6	-0.0519230319761701	0.147	0.198	0.166893181024888
CD8+ T 1	TRGC1	7.698507446573393e-6	-0.1023363544346409	0.117	0.159	0.16824318173741493
CD8+ T 1	PIK3R1	8.046121924226897e-6	-0.15230983994732794	0.561	0.609	0.1758399485320546
CD8+ T 1	SEPT7	8.990616934197436e-6	-0.0926554411411582	0.667	0.711	0.19648094247995077
CD8+ T 1	RAP1A	9.437838387118769e-6	-0.07823895766584571	0.334	0.392	0.20625452011209355
CD8+ T 1	PMEPA1	9.923005264270087e-6	0.09322724441287814	0.148	0.108	0.21685735704535847
CD8+ T 1	ERLEC1	1.0161739927351936e-5	-0.054108677577402925	0.12	0.164	0.2220746643723492
CD8+ T 1	HAX1	1.0163099976863547e-5	-0.06258200630739885	0.167	0.215	0.22210438689437595
CD8+ T 1	SSH1	1.0426341056290287e-5	-0.04281804639942935	0.103	0.145	0.22785725744416793
CD8+ T 1	RANBP2	1.0571641193850703e-5	-0.1387646658774334	0.343	0.401	0.23103264665041326
CD8+ T 1	EIF1	1.1515219324954813e-5	-0.07712050491591516	0.98	0.972	0.25165360312756246
CD8+ T 1	IKZF2	1.2024077743379365e-5	-0.033720874472529916	0.097	0.139	0.26277419500381266
CD8+ T 1	CRELD2	1.2387240386371016e-5	-0.06922528750616877	0.105	0.144	0.27071075140375217
CD8+ T 1	SAMHD1	1.2417216082173997e-5	-0.048070936193716274	0.151	0.202	0.2713658402598305
CD8+ T 1	H2AFX	1.2577828038864787e-5	-0.06933375297717048	0.323	0.379	0.27487585396135106
CD8+ T 1	GZMM	1.3055103498522701e-5	-0.051304346793115574	0.461	0.544	0.2853062318567151
CD8+ T 1	NOP53	1.3537952211429539e-5	-0.08242711990175378	0.358	0.416	0.2958584076285811
CD8+ T 1	NEU1	1.4298050297046782e-5	0.2053734086388716	0.318	0.277	0.31246959119166035
CD8+ T 1	SELENOK	1.4673221506971299e-5	-0.1023298263346677	0.606	0.655	0.32066858281335076
CD8+ T 1	KRT8	1.613307932813705e-5	-0.1498516135830748	0.169	0.215	0.35257231563710706
CD8+ T 1	RBM8A	1.6374440605646565e-5	-0.06813888856984368	0.311	0.372	0.3578470249958
CD8+ T 1	PACS1	1.8174899688240733e-5	-0.03232256094069355	0.121	0.167	0.397194257786813
CD8+ T 1	GMFG	1.8322880478053756e-5	-0.06740244606160495	0.537	0.601	0.4004282299673868
CD8+ T 1	SERTAD1	1.9189731834940375e-5	-0.06486305657912983	0.481	0.548	0.4193723995207869
CD8+ T 1	CD37	2.0430126734075334e-5	-0.07830074396297071	0.477	0.538	0.44647998964648233
CD8+ T 1	EIF2S3	2.198784385127484e-5	-0.040997742905135665	0.118	0.162	0.4805223395257604
CD8+ T 1	SPCS2	2.261536270882775e-5	-0.07477402132403654	0.235	0.286	0.4942361366387217
CD8+ T 1	NXT1	2.3949076132036463e-5	0.06932374123923168	0.2	0.156	0.5233831097895248
CD8+ T 1	JMJD1C	2.4199351611273822e-5	0.09567179462899206	0.302	0.256	0.528852630112778
CD8+ T 1	SEC11C	2.4276733321991617e-5	-0.07299013383777825	0.194	0.245	0.5305437300188048
CD8+ T 1	TRIM8	2.563215381419856e-5	0.06414664374273119	0.133	0.095	0.5601650894554953
CD8+ T 1	SKAP1	2.608936976186444e-5	-0.0696154664498343	0.353	0.419	0.5701570867757855
CD8+ T 1	IL2RB	2.7389425618396607e-5	-0.09046370999028086	0.31	0.376	0.5985685074644395
CD8+ T 1	AL121944.1	3.1400260104687576e-5	-0.06294658988016816	0.17	0.219	0.6862212843278422
CD8+ T 1	CTSZ	3.4568661315538455e-5	-0.0462108988670126	0.113	0.154	0.7554635243897774
CD8+ T 1	MYBL1	3.59454609544646e-5	-0.019073465566069453	0.139	0.187	0.7855521036988694
CD8+ T 1	STAM	3.766774964213763e-5	-0.028121775044211664	0.073	0.107	0.8231910006792758
CD8+ T 1	TIMP1	3.8168339819477094e-5	-0.04018770952990408	0.087	0.124	0.8341308984148524
CD8+ T 1	DNAJA1	4.005049781088608e-5	0.10090458659589441	0.902	0.866	0.8752635791591044
CD8+ T 1	FAM162A	4.0451986594921756e-5	-0.06549670323672346	0.145	0.186	0.8840377150454201
CD8+ T 1	MAPKAPK2	4.086435846538493e-5	-0.055999206389510336	0.157	0.203	0.8930496899025223
CD8+ T 1	ZCCHC7	4.27418095652914e-5	-0.03681517224229747	0.09	0.127	0.9340795062398782
CD8+ T 1	ADNP	4.429051263309513e-5	-0.025213349521504252	0.081	0.117	0.967924863083661
CD8+ T 1	LINC01871	4.558887735370699e-5	-0.10141759314886145	0.299	0.354	0.9962993256879126
CD8+ T 1	AC044849.1	4.816993179222447e-5	-0.05784140546569583	0.309	0.374	1
CD8+ T 1	NBDY	4.93107365541782e-5	-0.03878193227362278	0.138	0.183	1
CD8+ T 1	HSPA5	5.14957117624377e-5	0.055468031581993316	0.681	0.617	1
CD8+ T 1	DDX60L	5.348441164450417e-5	-0.033522454100548604	0.089	0.126	1
CD8+ T 1	UQCRH	5.3852505089740986e-5	-0.09769930258110915	0.593	0.617	1
CD8+ T 1	ARPC5	5.501124604883026e-5	-0.056699640911020255	0.188	0.235	1
CD8+ T 1	ORAI1	5.5903605346525277e-5	0.0759114411822766	0.193	0.152	1
CD8+ T 1	VAMP5	5.599547019730646e-5	-0.06231329077379116	0.187	0.233	1
CD8+ T 1	OASL	5.8501313647551115e-5	0.050948315209370015	0.144	0.104	1
CD8+ T 1	FAM49B	5.941823721628096e-5	-0.043958461041743724	0.273	0.335	1
CD8+ T 1	AL118516.1	6.73745621534617e-5	-0.04128739922107749	0.092	0.128	1
CD8+ T 1	ZBTB10	6.83009308662726e-5	-0.029826246505199216	0.078	0.112	1
CD8+ T 1	PPP1R15A	6.984728561525201e-5	0.12364619287458001	0.666	0.622	1
CD8+ T 1	LITAF	8.149293491836622e-5	-0.0953846103048156	0.422	0.47	1
CD8+ T 1	FOXP1	8.173268670071091e-5	-0.05719280603752985	0.268	0.323	1
CD8+ T 1	ARPC3	8.275646486833222e-5	-0.10000789303296242	0.715	0.711	1
CD8+ T 1	ANXA2	8.416136150750856e-5	0.07465105911449282	0.31	0.257	1
CD8+ T 1	H1FX	8.440166738479373e-5	-0.09506800327142817	0.345	0.395	1
CD8+ T 1	PTGDR	8.693484853813599e-5	-0.030600410213025495	0.072	0.104	1
CD8+ T 1	SRI	1.0321813666466156e-4	-0.08676439166727906	0.303	0.346	1
CD8+ T 1	CDC42SE1	1.0804609733359657e-4	-0.06696949993503609	0.35	0.406	1
CD8+ T 1	FABP5	1.0957981254488736e-4	0.07885009192640083	0.173	0.133	1
CD8+ T 1	ETHE1	1.1193281850507799e-4	-0.04682245353229983	0.094	0.128	1
CD8+ T 1	C1QBP	1.1658035670653184e-4	-0.038615255483545025	0.161	0.206	1
CD8+ T 1	ARPC2	1.1878253360491906e-4	-0.09156498746539232	0.829	0.811	1
CD8+ T 1	DHRS3	1.2188478931788041e-4	-0.032461026059443676	0.075	0.107	1
CD8+ T 1	ZFP36L1	1.2214810144501172e-4	-0.08403176472468843	0.522	0.569	1
CD8+ T 1	CDK2AP2	1.242948665007289e-4	-0.06184579705049664	0.262	0.312	1
CD8+ T 1	CCDC59	1.2942465884554192e-4	-0.047665602735037116	0.208	0.256	1
CD8+ T 1	NFKBID	1.2963835925060394e-4	-0.060402151023440875	0.158	0.202	1
CD8+ T 1	ATP1B1	1.33053623650589e-4	-0.05341458865223497	0.12	0.158	1
CD8+ T 1	RHOH	1.3638903459482434e-4	-0.10277645957776416	0.353	0.403	1
CD8+ T 1	AMD1	1.3944256898906093e-4	0.12057121022642303	0.483	0.437	1
CD8+ T 1	SYPL1	1.4095543118441224e-4	-0.03623962645066578	0.102	0.139	1
CD8+ T 1	MGST3	1.4373873965660351e-4	-0.051288093562895015	0.141	0.181	1
CD8+ T 1	ISG20L2	1.4375938216883058e-4	-0.04780182377659087	0.182	0.23	1
CD8+ T 1	RUNX3	1.4803084982370186e-4	0.10870445273885532	0.517	0.496	1
CD8+ T 1	MRPL18	1.5340063781894847e-4	0.1682537074378186	0.274	0.242	1
CD8+ T 1	NAP1L4	1.587859795516466e-4	-0.1038116607811157	0.318	0.362	1
CD8+ T 1	FCMR	1.5995377273865275e-4	-0.03585314768148298	0.134	0.176	1
CD8+ T 1	SELENOM	1.633189275468938e-4	-0.0547196880853304	0.146	0.185	1
CD8+ T 1	TNRC6B	1.6475845714914619e-4	-0.07993666308010394	0.399	0.449	1
CD8+ T 1	DPP7	1.669788412746302e-4	-0.05086273639739036	0.267	0.32	1
CD8+ T 1	STOM	1.6837168747522026e-4	-0.03036236935250977	0.169	0.217	1
CD8+ T 1	SYNE2	1.6907496975897626e-4	0.0716723422246558	0.527	0.47	1
CD8+ T 1	PRR13	1.697833245539525e-4	-0.06523207389022923	0.211	0.254	1
CD8+ T 1	ZC3HAV1	1.7508986668594194e-4	-0.07242375332589435	0.53	0.588	1
CD8+ T 1	RPS6KA3	1.7734716706058776e-4	-0.054200115437820606	0.275	0.329	1
CD8+ T 1	NFKBIZ	1.783444858586813e-4	-0.06352354201845745	0.323	0.383	1
CD8+ T 1	CSK	1.7894370760266923e-4	-0.04574994224165746	0.203	0.252	1
CD8+ T 1	DZIP3	1.8082541192906992e-4	-0.017812336445034327	0.099	0.136	1
CD8+ T 1	BCAS4	1.8287918039897912e-4	-0.03196852406366557	0.113	0.151	1
CD8+ T 1	A1BG	1.8618064547313367e-4	-0.034845310214238284	0.114	0.152	1
CD8+ T 1	GIMAP6	1.8976794477102587e-4	-0.007476367629205699	0.102	0.14	1
CD8+ T 1	ARID4B	1.9496115676466663e-4	0.0936458352250572	0.442	0.407	1
CD8+ T 1	ANAPC16	1.9627405196706506e-4	-0.07680386234739167	0.447	0.499	1
CD8+ T 1	MDFIC	1.975410940920501e-4	-0.03811316290084843	0.186	0.233	1
CD8+ T 1	TMEM123	1.9858098547939878e-4	-0.05693150675209485	0.212	0.259	1
CD8+ T 1	GZMB	2.0174961956444847e-4	0.1355923271847772	0.439	0.398	1
CD8+ T 1	BCL2L11	2.041604093439704e-4	-0.05270691964232735	0.14	0.179	1
CD8+ T 1	ITGB1	2.1473782999313734e-4	0.08402922776464514	0.167	0.132	1
CD8+ T 1	SNHG8	2.169112697226678e-4	-0.06671801840978397	0.333	0.386	1
CD8+ T 1	SEPT1	2.1784875662119073e-4	-0.03524051826188285	0.262	0.32	1
CD8+ T 1	DENND1C	2.1813833379176264e-4	-0.0197352767782234	0.079	0.111	1
CD8+ T 1	UBXN1	2.2281802881840725e-4	-0.057447417882060814	0.275	0.323	1
CD8+ T 1	ZBTB20	2.2526273933221486e-4	-0.06243162840496186	0.27	0.321	1
CD8+ T 1	LNPEP	2.395479463025781e-4	-0.05274507278812851	0.249	0.299	1
CD8+ T 1	PTPN1	2.4029965030960103e-4	-0.04860253570734979	0.208	0.254	1
CD8+ T 1	NAMPT	2.50997689112143e-4	0.06863454438449562	0.143	0.109	1
CD8+ T 1	NR4A1	2.5409827115152747e-4	-0.11463026039638846	0.336	0.387	1
CD8+ T 1	ICAM3	2.553888320518407e-4	-0.07413141431984005	0.326	0.371	1
CD8+ T 1	ARAP2	2.5833038564015525e-4	0.08352877595388403	0.252	0.215	1
CD8+ T 1	NHP2	2.6537936234237696e-4	-0.0333512602129829	0.151	0.193	1
CD8+ T 1	ATF6	2.7421049155970987e-4	-0.02187615452632713	0.075	0.106	1
CD8+ T 1	PER1	2.7601183584737433e-4	-0.06546153268787336	0.201	0.244	1
CD8+ T 1	IFI35	2.777157844816918e-4	-0.05503103499563128	0.095	0.127	1
CD8+ T 1	EVL	3.0790227337411613e-4	-0.05749750233288875	0.36	0.422	1
CD8+ T 1	CTSS	3.1442337884903584e-4	-0.05053314292963462	0.114	0.147	1
CD8+ T 1	BIN1	3.195946979092145e-4	-0.033398597605003355	0.208	0.258	1
CD8+ T 1	HACD4	3.450931402748091e-4	-0.022698864896797094	0.088	0.12	1
CD8+ T 1	RNF213	3.507528019877845e-4	0.08582455317697812	0.586	0.554	1
CD8+ T 1	HMGB2	3.555223118824082e-4	0.08000581720519218	0.412	0.373	1
CD8+ T 1	H2AFZ	0.00036945467518829993	0.05048666577374483	0.735	0.693	1
CD8+ T 1	ITGAE	3.7377740181319437e-4	-0.06260210095318136	0.265	0.315	1
CD8+ T 1	MEX3C	3.763902241766494e-4	-0.03378117610129508	0.093	0.126	1
CD8+ T 1	ACTR3	3.7704945277893827e-4	-0.072702404273293	0.478	0.517	1
CD8+ T 1	ID1	3.8190418396015274e-4	-0.03310521120000606	0.11	0.146	1
CD8+ T 1	ABCB1	3.840814715155375e-4	-0.03264237327635064	0.119	0.156	1
CD8+ T 1	POLR3GL	3.860448556866577e-4	-0.037966968737729034	0.203	0.25	1
CD8+ T 1	TMEM238	3.932102200917876e-4	-0.05149463026310466	0.127	0.161	1
CD8+ T 1	ARRDC3	3.97131095726984e-4	0.12072950386431625	0.2	0.166	1
CD8+ T 1	BZW1	3.974384149027058e-4	-0.0396838503420015	0.333	0.391	1
CD8+ T 1	UGP2	4.1495954490356266e-4	-0.06266910254191699	0.174	0.213	1
CD8+ T 1	SLAMF7	4.154772940130754e-4	-0.04094339669991237	0.164	0.206	1
CD8+ T 1	DNAJC8	4.2049702392493764e-4	-0.04918198091254056	0.217	0.262	1
CD8+ T 1	HLA-E	4.3791409565832823e-4	-0.08043374192748987	0.951	0.942	1
CD8+ T 1	ANXA11	4.6192133032690213e-4	-0.06111153119471141	0.25	0.294	1
CD8+ T 1	DBI	4.6490744485207176e-4	-0.07834415236645331	0.491	0.523	1
CD8+ T 1	GPR183	4.749481530421163e-4	0.09775283187045614	0.258	0.216	1
CD8+ T 1	DNTTIP2	4.7830599798751603e-4	0.08691834717228486	0.256	0.223	1
CD8+ T 1	GADD45B	4.822597744788387e-4	-0.05075251404126413	0.542	0.598	1
CD8+ T 1	ADRB2	4.8801884483545084e-4	0.06905337076199912	0.104	0.076	1
CD8+ T 1	LEPROTL1	5.023025727155994e-4	-0.02512920517150255	0.15	0.191	1
CD8+ T 1	TNIP3	5.056902138082679e-4	0.07272181814980946	0.159	0.128	1
CD8+ T 1	TNF	5.10870134659993e-4	-0.03677808463318283	0.2	0.247	1
CD8+ T 1	ATP6V1F	5.437986158915716e-4	-0.03829884946822859	0.244	0.294	1
CD8+ T 1	UBE2H	5.467768223862301e-4	0.0593456101584971	0.177	0.142	1
CD8+ T 1	UQCRC1	5.628654311195668e-4	-0.039130082605819794	0.089	0.119	1
CD8+ T 1	ITGB2	5.681239063717251e-4	0.07859233413138045	0.322	0.283	1
CD8+ T 1	SSR4	5.77564902214093e-4	-0.13585232921741097	0.753	0.727	1
CD8+ T 1	SRSF2	5.797301393151368e-4	-0.06590810790555945	0.701	0.734	1
CD8+ T 1	ANXA5	5.798690915441022e-4	0.10576296024359494	0.275	0.242	1
CD8+ T 1	BTG3	5.82044974454019e-4	0.07777405977555307	0.27	0.233	1
CD8+ T 1	ABTB1	6.087096329305935e-4	-0.019211672728217832	0.082	0.112	1
CD8+ T 1	SLK	6.101334115865152e-4	-0.0332994754793835	0.194	0.24	1
CD8+ T 1	DDHD1	6.272640472486923e-4	-0.026331619292801978	0.119	0.155	1
CD8+ T 1	SDF2L1	6.356943825751535e-4	-0.06299514409472534	0.203	0.242	1
CD8+ T 1	ATP2B4	6.53331389737707e-4	0.07268030160991049	0.202	0.168	1
CD8+ T 1	LSP1	6.534588927709358e-4	-0.07291426378714028	0.472	0.516	1
CD8+ T 1	STAT5A	6.771053661235743e-4	0.0694383136208575	0.143	0.113	1
CD8+ T 1	FBL	6.811161202211606e-4	-0.04708985049790926	0.208	0.25	1
CD8+ T 1	PDE4D	6.819594155565963e-4	0.09217829068148309	0.323	0.29	1
CD8+ T 1	HCLS1	7.040626467328279e-4	-0.05385462075757186	0.329	0.381	1
CD8+ T 1	ATP6AP2	7.211820266787833e-4	-0.04280036988962033	0.213	0.256	1
CD8+ T 1	MT1X	7.298326960015198e-4	-0.0798844676132486	0.158	0.191	1
CD8+ T 1	EFHD2	7.438859826900484e-4	0.08498048821548321	0.303	0.264	1
CD8+ T 1	JAK1	7.676858846898284e-4	-0.07157596100940711	0.576	0.614	1
CD8+ T 1	HERPUD2	7.745433770021461e-4	-0.035023277580968626	0.209	0.253	1
CD8+ T 1	SUB1	8.052650996715648e-4	0.05703346596605363	0.772	0.726	1
CD8+ T 1	FLNA	8.166600780636368e-4	0.11128882178484334	0.313	0.295	1
CD8+ T 1	RTN4	8.182094920874692e-4	-0.05093162172465049	0.236	0.277	1
CD8+ T 1	IL32	8.197261796108809e-4	-0.03491464235876679	0.2	0.245	1
CD8+ T 1	YPEL3	8.239776719944343e-4	-0.05371222355366018	0.245	0.285	1
