cell_type_epi_custom	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
Imma. Gob. 2	AC005920.1	8.172911541925706e-12	-0.11909822411441345	0.074	0.149	1.7861080883724437e-7
Imma. Gob. 2	CADPS	8.94611261842302e-12	0.0728308867976902	0.119	0.055	1.955083451630167e-7
Imma. Gob. 2	Z93241.1	9.10600524728606e-12	-0.19302645810189856	0.181	0.274	1.9900263867418956e-7
Imma. Gob. 2	RPL13A	9.307365748041934e-12	-0.167073923898307	0.996	0.989	2.034031710577084e-7
Imma. Gob. 2	H1F0	1.1536307416678907e-11	-0.1591980922091938	0.502	0.585	2.521144622841008e-7
Imma. Gob. 2	RPS3	1.2283170155413033e-11	0.14721341001655386	0.923	0.881	2.684364005763964e-7
Imma. Gob. 2	DST	1.7767712957531577e-11	0.09878089437085863	0.301	0.196	3.8829559897389505e-7
Imma. Gob. 2	IFI16	1.880238996244822e-11	0.07352382658449548	0.121	0.057	4.1090743023934336e-7
Imma. Gob. 2	FOS	1.9792804628829387e-11	-0.2450414807617265	0.891	0.895	4.3255195235843743e-7
Imma. Gob. 2	ZFP36	2.4659533749881525e-11	-0.2002027114491326	0.533	0.617	5.389094505699109e-7
Imma. Gob. 2	H3F3B	2.4879365075040485e-11	-0.14647209805446004	0.956	0.959	5.437136443499347e-7
Imma. Gob. 2	SRM	3.3138064742216124e-11	0.0888897264915697	0.19	0.11	7.241992668763912e-7
Imma. Gob. 2	MRPS21	3.7002023941603686e-11	0.1288729326829691	0.284	0.192	8.086422312198069e-7
Imma. Gob. 2	COTL1	4.58823667279096e-11	-0.08481890834377565	0.088	0.165	1.0027132424717363e-6
Imma. Gob. 2	RAB27A	4.797333342479908e-11	-0.1573596335299312	0.391	0.494	1.0484092286655591e-6
Imma. Gob. 2	F3	6.64338534933565e-11	0.13212216753380648	0.188	0.111	1.451845434243813e-6
Imma. Gob. 2	PTPRD	7.34161406386414e-11	-0.07461897652641798	0.067	0.137	1.604436337516869e-6
Imma. Gob. 2	ADIRF	9.757780691607319e-11	-0.20383794938673058	0.164	0.25	2.1324653923438633e-6
Imma. Gob. 2	RPL22L1	9.93915048333922e-11	0.18266941880792065	0.522	0.433	2.1721019466289533e-6
Imma. Gob. 2	GGT6	1.0237156593269415e-10	-0.11705100084157044	0.273	0.372	2.237228201893098e-6
Imma. Gob. 2	ZNF704	1.0635501225825037e-10	-0.12008651409765114	0.186	0.275	2.3242824378918038e-6
Imma. Gob. 2	TPSG1	1.1761978897480897e-10	-0.16531042436609011	0.455	0.534	2.570462868255475e-6
Imma. Gob. 2	HSPH1	1.5132757981288697e-10	0.10767124937017802	0.431	0.325	3.307112929230832e-6
Imma. Gob. 2	TOMM20	1.5852234203632983e-10	0.10896875141411166	0.613	0.504	3.4643472628619523e-6
Imma. Gob. 2	CDC25B	1.7315677700960889e-10	0.06727350539133348	0.152	0.082	3.7841682047679925e-6
Imma. Gob. 2	TSPAN1	1.774639972307942e-10	-0.222088893424788	0.64	0.708	3.878298195481776e-6
Imma. Gob. 2	TAGLN	1.8759459998401178e-10	-0.09664118504501415	0.135	0.218	4.099692388050593e-6
Imma. Gob. 2	HIST1H1E	2.059214592650561e-10	-0.09855100645569512	0.103	0.18	4.500207570778536e-6
Imma. Gob. 2	MVP	2.97365585371475e-10	-0.15831194382226077	0.481	0.549	6.498627502708214e-6
Imma. Gob. 2	CCNJL	3.3895560307058344e-10	-0.10790765777133704	0.139	0.219	7.407535749504531e-6
Imma. Gob. 2	MT2A	3.6007412499744174e-10	-0.10070197568172867	0.585	0.711	7.869059927694092e-6
Imma. Gob. 2	TACC1	4.061683550375436e-10	-0.12958722610787965	0.357	0.458	8.876403230990477e-6
Imma. Gob. 2	CCL20	7.970181065597668e-10	0.17666860964078143	0.15	0.083	1.7418033700757142e-5
Imma. Gob. 2	SYT7	8.068710161306726e-10	-0.08617185343855197	0.128	0.207	1.763335918651972e-5
Imma. Gob. 2	G0S2	8.632166156389252e-10	-0.11142064321537909	0.066	0.13	1.886473591817307e-5
Imma. Gob. 2	TFCP2L1	9.062393368841506e-10	-0.1424990488831704	0.323	0.41	1.9804954468266226e-5
Imma. Gob. 2	SYPL1	9.065486288660658e-10	0.10589410838214136	0.356	0.26	1.9811713735239002e-5
Imma. Gob. 2	FSIP2	9.483291284318604e-10	-0.10455047044629628	0.136	0.216	2.0724784772749877e-5
Imma. Gob. 2	WDR60	9.79805619565751e-10	-0.13940907632138294	0.233	0.32	2.1412672009989923e-5
Imma. Gob. 2	AC012485.3	9.821007704090475e-10	-0.12505709355622255	0.155	0.236	2.1462830236519323e-5
Imma. Gob. 2	HIST1H1C	1.027998280925684e-9	-0.14313775363043935	0.214	0.302	2.2465874431349895e-5
Imma. Gob. 2	MYO5C	1.0280474416934494e-9	-0.12392094411326343	0.297	0.385	2.2466948790768643e-5
Imma. Gob. 2	OPTN	1.1590052381947546e-9	-0.11937492856617943	0.236	0.323	2.5328900475508166e-5
Imma. Gob. 2	PER3	1.2550253027447618e-9	-0.06484663876142602	0.058	0.119	2.7427322966184023e-5
Imma. Gob. 2	ANK3	1.3298240679583466e-9	0.07800448581189888	0.146	0.081	2.9061975181161708e-5
Imma. Gob. 2	C15orf48	1.679026276774297e-9	-0.1092828176047877	0.222	0.31	3.669344025262549e-5
Imma. Gob. 2	ATP2A3	1.7154747615070383e-9	-0.13547083832274365	0.505	0.58	3.748998543797481e-5
Imma. Gob. 2	RGS10	2.0295115307370936e-9	-0.11356062986561702	0.165	0.246	4.435294499272844e-5
Imma. Gob. 2	EFNA1	2.0485061786485465e-9	0.1398631380940739	0.36	0.272	4.4768054028185336e-5
Imma. Gob. 2	ATRX	2.455149471100182e-9	-0.15754787852955499	0.492	0.557	5.365483654142338e-5
Imma. Gob. 2	AC091271.1	2.5295072789949852e-9	-0.12213130725718269	0.159	0.238	5.527985207515641e-5
Imma. Gob. 2	ABCC3	2.5650541883781257e-9	-0.13076561819478782	0.322	0.405	5.6056694232815556e-5
Imma. Gob. 2	MT1A	2.7580697190978398e-9	-0.08403620189341865	0.082	0.148	6.027485564116419e-5
Imma. Gob. 2	GPRC5A	2.908148781428267e-9	0.11963795494351051	0.252	0.17	6.355468346933336e-5
Imma. Gob. 2	RPS6KA5	3.013071427793199e-9	-0.10143327011993136	0.124	0.198	6.584766298299257e-5
Imma. Gob. 2	CACYBP	3.557343130852436e-9	0.10748604502500797	0.275	0.191	7.774217678164914e-5
Imma. Gob. 2	CEACAM5	3.773714762946165e-9	0.06497477007348547	0.15	0.085	8.24707624294255e-5
Imma. Gob. 2	AL139246.5	3.861127630732633e-9	-0.07241361750044514	0.064	0.124	8.438108324203098e-5
Imma. Gob. 2	FKBP2	4.004865811023092e-9	-0.13224718997101303	0.624	0.696	8.752233743409865e-5
Imma. Gob. 2	SMIM31	4.274811712369936e-9	0.1017363912479683	0.315	0.229	9.342173516213257e-5
Imma. Gob. 2	SRI	4.3520205702657205e-9	0.22576639024912237	0.673	0.632	9.510905754258706e-5
Imma. Gob. 2	AC007613.1	4.548299716674127e-9	-0.09673948321993944	0.076	0.14	9.939854200819638e-5
Imma. Gob. 2	MUC13	4.6268814553219395e-9	0.11852568321753854	0.636	0.54	1.0111586732460567e-4
Imma. Gob. 2	IQGAP2	4.98678553799768e-9	-0.1410756710450542	0.28	0.357	1.089812111474013e-4
Imma. Gob. 2	PDIA6	6.1456580070391964e-9	0.13243399311095383	0.517	0.421	1.343072100858346e-4
Imma. Gob. 2	MAOA	6.471293499783822e-9	-0.12788789879560786	0.246	0.324	1.4142364814427564e-4
Imma. Gob. 2	SDCBP	7.136213396088246e-9	0.0890264225481015	0.416	0.323	1.5595480755811254e-4
Imma. Gob. 2	RPS27A	7.600216123041971e-9	0.10301148224308632	0.987	0.97	1.6609512315295924e-4
Imma. Gob. 2	AKR1C3	8.224645082774839e-9	0.0804698183394518	0.216	0.141	1.7974139363896132e-4
Imma. Gob. 2	AL021453.1	8.329119502873857e-9	-0.1315814244638065	0.192	0.269	1.8202457761580526e-4
Imma. Gob. 2	ACTG1	9.471818624469062e-9	-0.08741495623633888	0.97	0.971	2.0699712421914687e-4
Imma. Gob. 2	MLLT3	9.732632819767766e-9	-0.12303757721556374	0.307	0.388	2.1269695764320476e-4
Imma. Gob. 2	NFKBIZ	1.0021754386898134e-8	0.11071697973942884	0.361	0.269	2.190154203712718e-4
Imma. Gob. 2	SPRY2	1.2818971695251801e-8	0.13057037203361294	0.303	0.223	2.8014580742803284e-4
Imma. Gob. 2	DUSP10	1.3310651482132784e-8	0.06938289171828585	0.146	0.084	2.9089097749052985e-4
Imma. Gob. 2	KLF9	1.4039153163992012e-8	-0.09353793672722854	0.183	0.263	3.068116532458814e-4
Imma. Gob. 2	ESRP1	1.4546507270516763e-8	-0.13472453648009974	0.449	0.52	3.1789936988987336e-4
Imma. Gob. 2	PDIA4	1.554161335446551e-8	0.14079008754157685	0.487	0.398	3.3964641824848926e-4
Imma. Gob. 2	LIPG	1.6414408325032907e-8	0.06222782308495145	0.141	0.081	3.5872047953526917e-4
Imma. Gob. 2	RPL12	1.7120739523370932e-8	0.09355689881938378	0.996	0.992	3.7415664154374836e-4
Imma. Gob. 2	MACC1	1.7697027181108275e-8	0.0743248070206943	0.167	0.101	3.8675083201594024e-4
Imma. Gob. 2	C12orf57	1.847869193684962e-8	-0.14596553810092983	0.675	0.709	4.038333335879116e-4
Imma. Gob. 2	GNE	1.927205018192692e-8	-0.11925982506882438	0.436	0.511	4.2117138467583087e-4
Imma. Gob. 2	PLPP1	1.9582079550852606e-8	-0.058540105440310214	0.067	0.125	4.2794676650433284e-4
Imma. Gob. 2	PLEKHB1	2.1513361105811973e-8	0.06303476315857923	0.108	0.056	4.7015299360641486e-4
Imma. Gob. 2	RNPC3	2.346432375789431e-8	-0.08672172026244586	0.109	0.176	5.127893314050223e-4
Imma. Gob. 2	NAAA	2.5405848956393133e-8	-0.0648269612754208	0.074	0.134	5.552194230930155e-4
Imma. Gob. 2	BTG2	2.625153949319168e-8	-0.20819720146944776	0.722	0.76	5.73701144084211e-4
Imma. Gob. 2	SETBP1	2.7646393874388708e-8	-0.05583979504965843	0.051	0.104	6.041842917308909e-4
Imma. Gob. 2	WNT4	2.809939464878364e-8	0.05741443110985968	0.128	0.071	6.140841706545177e-4
Imma. Gob. 2	SATB2	2.982725876120577e-8	-0.12491182462901929	0.293	0.368	6.518449129673909e-4
Imma. Gob. 2	FBLIM1	2.9890654390104824e-8	-0.09792529554353	0.2	0.277	6.532303610413509e-4
Imma. Gob. 2	KLF10	3.085270465014271e-8	-0.09050097791591413	0.154	0.229	6.742550074242188e-4
Imma. Gob. 2	PRDX4	3.125949753754468e-8	0.13793826553774657	0.355	0.275	6.831450591855015e-4
Imma. Gob. 2	POMP	3.7099152782808423e-8	0.11440908896553842	0.483	0.392	8.107648849154953e-4
Imma. Gob. 2	SSR3	3.7351917293201056e-8	0.13089107921691379	0.472	0.375	8.162888005256159e-4
Imma. Gob. 2	DACH1	4.820925350684342e-8	0.08844179815261341	0.18	0.115	0.0010535650261385562
Imma. Gob. 2	IFITM3	5.6525646609388476e-8	0.1471390906985633	0.384	0.303	0.0012353114810015758
Imma. Gob. 2	PKM	5.810800659939625e-8	0.14103765517187172	0.39	0.31	0.0012698923762232057
Imma. Gob. 2	PLCE1	6.088955783624927e-8	-0.07220141572434301	0.063	0.117	0.0013306803969533915
Imma. Gob. 2	RPL34	7.07530183275662e-8	-0.14390465310362988	0.989	0.986	0.0015462364625306315
Imma. Gob. 2	UQCRH	7.216426691474216e-8	-0.13977444656086124	0.801	0.837	0.0015770778891547753
Imma. Gob. 2	RAB11FIP1	8.6211297646271e-8	-0.19135900611619727	0.609	0.66	0.0018840616987616063
Imma. Gob. 2	AL360012.1	8.867529990933357e-8	-0.08757488983898207	0.067	0.121	0.001937910004218576
Imma. Gob. 2	CARD16	1.1004737163498364e-7	-0.08459667173719962	0.167	0.24	0.0024049752597109326
Imma. Gob. 2	SEMA5A	1.2574929490951643e-7	-0.06039783704722025	0.074	0.131	0.002748125090952572
Imma. Gob. 2	FER1L6	1.426846450889951e-7	-0.06704931516852865	0.077	0.133	0.003118230233774899
Imma. Gob. 2	PNN	1.4733860631388174e-7	-0.13939838377590463	0.324	0.392	0.0032199379023835715
Imma. Gob. 2	LAMC2	1.5240750749458694e-7	0.07208986481471118	0.136	0.08	0.003330713668786703
Imma. Gob. 2	LINC01970	1.5804323806919957e-7	-0.08693468039750064	0.09	0.149	0.0034538769247642875
Imma. Gob. 2	PSMA7	1.592484172639525e-7	0.12400663504474696	0.605	0.516	0.0034802149108864176
Imma. Gob. 2	PER1	1.6208350877818825e-7	-0.0673184910861285	0.085	0.143	0.003542173000838526
Imma. Gob. 2	RAB13	1.6747444587893084e-7	0.07555276722518717	0.476	0.38	0.0036599865402381546
Imma. Gob. 2	VIPR1	1.741200726999417e-7	-0.10798894358794467	0.2	0.272	0.003805220068784526
Imma. Gob. 2	C1orf21	1.8019364858002754e-7	-0.11266935918188198	0.244	0.315	0.003937951996067922
Imma. Gob. 2	GTF3A	1.8222848040545715e-7	0.08665505878790775	0.204	0.139	0.0039824212107808605
Imma. Gob. 2	PLP2	1.902887803791711e-7	-0.15588265944889224	0.413	0.473	0.004158571006406406
Imma. Gob. 2	RPS5	1.9464640907633983e-7	0.09895866752480398	0.979	0.954	0.004253802623954331
Imma. Gob. 2	TPRN	1.959574310790448e-7	-0.10620104821185838	0.2	0.27	0.004282453698801445
Imma. Gob. 2	TSC22D1-AS1	1.9655526046695512e-7	-0.06008159151155252	0.052	0.101	0.004295518662244837
Imma. Gob. 2	DIAPH2	2.0235936609961089e-7	-0.10540689797511416	0.302	0.378	0.004422361586740896
Imma. Gob. 2	ACAT2	2.0767312260791814e-7	0.08352778335018432	0.182	0.12	0.004538488421473443
Imma. Gob. 2	TMEM236	2.1169215746993298e-7	-0.07655064295919417	0.133	0.199	0.0046263204093479155
Imma. Gob. 2	IGHA1	2.1311753198427596e-7	0.3206939356840248	0.361	0.445	0.004657470543984367
Imma. Gob. 2	LGALSL	2.1821753965130722e-7	-0.10032014708428613	0.144	0.209	0.004768926111539668
Imma. Gob. 2	SAT1	2.1845476068281796e-7	-0.09521448242052499	0.739	0.785	0.004774110339962304
Imma. Gob. 2	ANKRD18A	2.2392458351718478e-7	-0.08521029548103823	0.144	0.212	0.004893647848184556
Imma. Gob. 2	SFN	2.3702370773613126e-7	0.08145945509766311	0.317	0.233	0.005179916108865412
Imma. Gob. 2	SGK1	2.5071857417538466e-7	-0.11213179424653477	0.138	0.203	0.005479203720028856
Imma. Gob. 2	CRACR2A	2.558453365005506e-7	-0.10654367119973046	0.242	0.313	0.005591243983883032
Imma. Gob. 2	ERICH1	2.698124051241213e-7	-0.08416736584855039	0.168	0.237	0.005896480301582547
Imma. Gob. 2	CIRBP	2.6989011416465673e-07	-0.080390846346305	0.178	0.25	0.005898178554954408
Imma. Gob. 2	SLC7A11	2.8137858620490024e-7	0.058310268055336095	0.124	0.071	0.0061492476229218895
Imma. Gob. 2	CDX1	2.842930351055512e-7	-0.13709647447928097	0.492	0.541	0.0062129399891967165
Imma. Gob. 2	AHCYL2	3.342927936461901e-7	-0.0746803786550078	0.111	0.171	0.0073056347123438385
Imma. Gob. 2	PON2	3.3928429994235225e-7	0.06309446897948806	0.219	0.151	0.007414719090940166
Imma. Gob. 2	NRARP	3.425915373335614e-7	-0.16490006169172144	0.372	0.427	0.007486995456887651
Imma. Gob. 2	PDZK1IP1	3.4471335690881565e-7	0.12103340020020004	0.349	0.278	0.007533365701885258
Imma. Gob. 2	RAP1A	3.523881193726837e-7	-0.09819780421302804	0.221	0.293	0.007701089960770629
Imma. Gob. 2	RPL36A	3.925030941099964e-7	-0.15882834199319817	0.567	0.599	0.008577762618679862
Imma. Gob. 2	CYP2S1	4.0008434301240554e-7	-0.07261372280961113	0.122	0.184	0.00874344323219311
Imma. Gob. 2	DHRS11	4.102189628373628e-7	-0.07487796302736416	0.1	0.158	0.008964925213847726
Imma. Gob. 2	KANTR	4.1814879114540494e-7	-0.04786148017677724	0.053	0.102	0.00913822368169168
Imma. Gob. 2	ANKRD10	4.6734818323894316e-7	0.09301123574071521	0.278	0.209	0.010213427196503864
Imma. Gob. 2	FLNB	5.166686859603161e-7	-0.12699229453691974	0.323	0.388	0.011291277462976748
Imma. Gob. 2	PNISR	5.191392146530804e-7	-0.13429632466327207	0.404	0.457	0.01134526839702842
Imma. Gob. 2	IHH	5.27120216937771e-7	-0.0749244467650371	0.135	0.199	0.011519685220958047
Imma. Gob. 2	ANKRD12	5.322338428456593e-7	-0.10741218551941017	0.388	0.467	0.011631438401549038
Imma. Gob. 2	MYH9	5.440356659123298e-7	-0.1399651797361643	0.464	0.515	0.011889355442848054
Imma. Gob. 2	GDF15	5.445216182729543e-7	-0.18330191833041654	0.422	0.483	0.011899975445737142
Imma. Gob. 2	PRKACB	5.692808146873742e-7	-0.08329529218709417	0.175	0.244	0.012441062924177876
Imma. Gob. 2	PPIF	5.723067218116171e-7	0.13483915281904074	0.331	0.259	0.01250719109847108
Imma. Gob. 2	ODF2L	5.79114285690751e-7	-0.08145557957333044	0.122	0.184	0.012655963599485672
Imma. Gob. 2	TNS3	6.496299584443601e-7	-0.06532151015934837	0.101	0.159	0.014197013111843045
Imma. Gob. 2	CD9	6.795648018823872e-7	-0.11173446287759115	0.798	0.814	0.01485120918033769
Imma. Gob. 2	FXYD3	7.415769903251003e-7	-0.1451928249477794	0.857	0.89	0.016206423546564742
Imma. Gob. 2	SUB1	7.662730969275374e-7	0.09390335196259614	0.497	0.414	0.016746132260254402
Imma. Gob. 2	GNA11	8.410640642813161e-7	-0.0787146040018171	0.167	0.233	0.018380614060803883
Imma. Gob. 2	FUT3	9.120821961719356e-7	0.07297130199956697	0.398	0.313	0.01993264431514148
Imma. Gob. 2	MT1F	9.291946255263187e-7	-0.07041364207892647	0.232	0.311	0.020306619346252167
Imma. Gob. 2	MGLL	9.904457306525397e-7	-0.1185604815322131	0.476	0.535	0.021645200997680605
Imma. Gob. 2	TST	1.0028711936841379e-6	-0.1158085500874505	0.509	0.564	0.02191674706677315
Imma. Gob. 2	TARSL2	1.0356317022171198e-6	-0.0685125691602882	0.097	0.153	0.02263269522025294
Imma. Gob. 2	CENPF	1.0634442548262424e-6	0.17921530566662014	0.165	0.107	0.0232405107449727
Imma. Gob. 2	FAT1	1.086910924105555e-6	-0.11782784525221068	0.419	0.477	0.0237533513354028
Imma. Gob. 2	HIST1H2BG	1.1519174968998244e-6	-0.15010737717799194	0.306	0.374	0.02517400497724876
Imma. Gob. 2	WSB1	1.1651097362249807e-6	-0.1268090126107334	0.547	0.592	0.02546230817546073
Imma. Gob. 2	PPP1R1B	1.1948392464534371e-6	-0.14049186971794858	0.545	0.574	0.026112016891993415
Imma. Gob. 2	FAM83B	1.2212946252013587e-6	-0.05742965200604937	0.08	0.132	0.026690172739150492
Imma. Gob. 2	TMEM176A	1.2284502347535168e-6	0.09307141174855904	0.485	0.404	0.026846551430303355
Imma. Gob. 2	DLL4	1.3268975831230493e-6	-0.060550514377256684	0.103	0.161	0.02899801978157112
Imma. Gob. 2	RPN2	1.3956442627521384e-6	0.12482134166300901	0.391	0.319	0.030500409718185233
Imma. Gob. 2	RAB25	1.4203214454132508e-6	0.11519308964281949	0.524	0.446	0.031039704868061183
Imma. Gob. 2	METTL7A	1.4485676784368185e-6	-0.09371536228288804	0.196	0.261	0.03165699804455823
Imma. Gob. 2	TMEM238	1.4650111841857508e-6	-0.12935162029710912	0.774	0.768	0.0320163544191954
Imma. Gob. 2	GPRIN2	1.476421537467883e-6	-0.06671216178200064	0.09	0.143	0.032265716279823116
Imma. Gob. 2	SYBU	1.5114305017890235e-6	-0.06445264097617032	0.103	0.159	0.03303080218609732
Imma. Gob. 2	CACNA2D2	1.608478630942159e-6	-0.06574822234845593	0.097	0.152	0.03515169200060994
Imma. Gob. 2	ARHGAP26	1.6202566086647518e-6	0.09312904699171104	0.346	0.272	0.03540908792575949
Imma. Gob. 2	SYT13	1.6573342494150443e-6	0.05689499545339628	0.142	0.09	0.03621938268671638
Imma. Gob. 2	CCSER1	1.7011037408391353e-6	-0.07029578033718382	0.106	0.163	0.037175921152298466
Imma. Gob. 2	RPL7A	1.9643247494010945e-6	0.09950846753830733	0.984	0.972	0.04292835307341152
Imma. Gob. 2	AL627171.1	2.0028307523284547e-6	-0.06845638351956218	0.064	0.111	0.04376986326138605
Imma. Gob. 2	CD320	2.011422958510564e-6	0.07296406495547655	0.267	0.198	0.043957637335289866
Imma. Gob. 2	FBL	2.0447884636533234e-6	0.04141766355795501	0.449	0.347	0.04468680708467973
Imma. Gob. 2	EZR	2.047590415777911e-6	-0.19465708471515786	0.581	0.619	0.04474804094641047
Imma. Gob. 2	IDI1	2.187764304769646e-6	0.1500608014358124	0.358	0.292	0.047811401116435844
Imma. Gob. 2	MAST2	2.196375758601838e-6	-0.06634428302104085	0.099	0.153	0.047999595828484565
Imma. Gob. 2	SQOR	2.3083131006282025e-6	-0.10614598495099442	0.311	0.376	0.05044587450112874
Imma. Gob. 2	ZBTB10	2.3298593384943115e-6	-0.1270981861764781	0.342	0.405	0.050916745983454685
Imma. Gob. 2	SCG5	2.4968273815200423e-6	0.043343194339232796	0.102	0.058	0.054565665595739006
Imma. Gob. 2	JUND	2.509365883255389e-6	-0.19193522552336084	0.832	0.845	0.054839682012663274
Imma. Gob. 2	FZD7	2.573102193230261e-6	-0.05408170383125739	0.079	0.129	0.05623257533085412
Imma. Gob. 2	EXPH5	2.5970014059057948e-06	-0.1132428270342945	0.255	0.317	0.05675486872466524
Imma. Gob. 2	LDHA	2.6296834735200376e-06	0.12112145265229418	0.446	0.372	0.057469102630306905
Imma. Gob. 2	KMT2E-AS1	2.8927696997985767e-6	-0.09608820384713299	0.162	0.221	0.0632185890193981
Imma. Gob. 2	VAMP8	2.911492823309669e-6	-0.10873311534632801	0.462	0.524	0.0636277641606095
Imma. Gob. 2	VIL1	3.06287271305837e-6	-0.10578571568721495	0.386	0.449	0.06693602027117762
Imma. Gob. 2	SEC11C	3.0952760561715803e-6	0.10470585479923539	0.328	0.26	0.06764416293157371
Imma. Gob. 2	CBX3	3.13717953543226e-6	0.07161666273112532	0.375	0.293	0.06855992156733662
Imma. Gob. 2	SLC16A1	3.2391127614058665e-6	-0.07967353453332773	0.165	0.226	0.0707875702877638
Imma. Gob. 2	AL355075.4	3.3665891807427448e-6	-0.1510080885507904	0.171	0.229	0.07357343995595195
Imma. Gob. 2	CTSL	3.4117866732825947e-6	-0.05079460281794487	0.063	0.108	0.07456118595791783
Imma. Gob. 2	HSPA8	3.563048693362704e-6	0.10760103610226945	0.657	0.581	0.07786686614474854
Imma. Gob. 2	RPS2	3.894770839976398e-6	0.048570075885632225	0.997	0.994	0.0851163219368442
Imma. Gob. 2	GOLM1	3.953881527813536e-6	0.11840258934815551	0.326	0.255	0.08640812690883702
Imma. Gob. 2	CAPS	3.967554888000135e-6	-0.06494508126053863	0.122	0.178	0.08670694452235496
Imma. Gob. 2	TLCD2	4.011822546970732e-6	-0.11159664473370359	0.211	0.271	0.08767436994149837
Imma. Gob. 2	TET2	4.018467915654144e-6	-0.07060162535558501	0.154	0.216	0.08781959782870567
Imma. Gob. 2	PTMA	4.093389211857317e-6	-0.14374126363547957	0.98	0.962	0.0894569278359298
Imma. Gob. 2	USP34	4.179206703156747e-6	-0.10890060670042401	0.242	0.302	0.09133238329078755
Imma. Gob. 2	SRD5A3	4.258398935324951e-6	0.04841652862640276	0.132	0.083	0.09306305033259149
Imma. Gob. 2	MLPH	4.263435503881391e-6	-0.09648670406848114	0.533	0.601	0.09317311950182393
Imma. Gob. 2	RPL23A	4.266437850988064e-6	-0.13838666748125528	0.969	0.959	0.09323873279549315
Imma. Gob. 2	LAMB3	4.354645159747345e-6	0.08451667124716017	0.311	0.243	0.09516641532111847
Imma. Gob. 2	VWA1	4.696336959329469e-6	0.043993665734554516	0.108	0.064	0.10263374790918621
Imma. Gob. 2	USP8	4.7567508362987315e-6	-0.10864536140831393	0.352	0.41	0.10395403277647247
Imma. Gob. 2	MATN2	4.927049805158853e-6	0.06577594475438106	0.197	0.139	0.10767574644194158
Imma. Gob. 2	GAS2L3	4.9496233857743385e-6	-0.053818087385526486	0.082	0.132	0.10816906947271239
Imma. Gob. 2	AC005837.1	5.032562871042435e-6	-0.11041804749123585	0.153	0.212	0.10998162898376138
Imma. Gob. 2	ANXA3	5.40432486680034e-6	0.06401559984886146	0.191	0.134	0.11810611563905463
Imma. Gob. 2	TRIB1	5.405937329857995e-6	0.07815532675041548	0.325	0.256	0.11814135440671662
Imma. Gob. 2	CEP126	5.580713659759739e-6	-0.09120148706620876	0.171	0.231	0.12196091632038933
Imma. Gob. 2	AC092803.2	5.581688360690488e-6	-0.061318185745741646	0.075	0.122	0.12198221743452993
Imma. Gob. 2	HIST1H2BF	5.6722362220315435e-6	-0.07804673307333335	0.086	0.135	0.12396105039627735
Imma. Gob. 2	SEMA6A	5.7985492639153615e-6	-0.07078203838424812	0.125	0.18	0.12672149561360632
Imma. Gob. 2	RPSA	5.886557326229212e-6	0.0984288602374852	0.914	0.874	0.1286448238074132
Imma. Gob. 2	NBL1	6.206705757160598e-6	-0.11034435757656591	0.505	0.543	0.1356413476169877
Imma. Gob. 2	DNTTIP1	6.269694175469336e-6	-0.08933399240724088	0.238	0.301	0.13701789651070687
Imma. Gob. 2	SLC38A2	6.476151077864003e-6	-0.12931359053559288	0.645	0.68	0.1415298056556399
