cell_type_str	gene	p_val	avg_logFC	pct.1	pct.2	p_val_adj
UC FBs	SCUBE1	1.5386404876547185e-87	0.30886993796565	0.266	0.019	3.3500819337706184e-83
UC FBs	FST	1.8799719814264842e-4	0.30873891835326445	0.148	0.086	1
UC FBs	GJA1	4.1121457579934444e-11	0.30705053763733203	0.492	0.31	8.953374958879127e-7
UC FBs	PTGER2	5.592599056958261e-43	0.30650956558975434	0.374	0.097	1.2176765926715223e-38
UC FBs	REL	0.03189425328746973	0.30318360325914023	0.313	0.268	1
UC FBs	INSIG1	5.754768442267507e-4	0.3028052340260017	0.249	0.176	1
UC FBs	CCDC68	1.3845152118645693e-22	0.3011772800513449	0.35	0.137	3.014504970792727e-18
UC FBs	MCTP2	2.992225856602285e-55	0.2984577249606174	0.293	0.048	6.514973357580155e-51
UC FBs	IER3	0.040308925891761285	0.2959763779974429	0.65	0.588	1
UC FBs	PTGER4	8.160424161047558e-18	0.28849203503529397	0.323	0.136	1.776769152584885e-13
UC FBs	ABCC4	1.6248285999505848e-21	0.2861878044937223	0.367	0.153	3.5377393106724086e-17
UC FBs	INSC	1.2676263341964252e-82	0.2854452731635209	0.239	0.016	2.760002817445877e-78
UC FBs	CSF1	2.7458667805492987e-12	0.2854254108912559	0.414	0.248	5.978575741289988e-8
UC FBs	KRT18	9.67609500614107e-11	0.2825965003612925	0.327	0.17	2.1067761656870955e-6
UC FBs	STMN2	5.665628815397628e-18	0.28058536255274513	0.236	0.079	1.2335773619765254e-13
UC FBs	ETS2	3.6214293923076713e-13	0.2773878638986196	0.657	0.447	7.884938215871493e-9
UC FBs	RUNX1	1.7052864763770676e-19	0.276320426549683	0.539	0.289	3.7129202450157894e-15
UC FBs	RARRES3	4.485172280185882e-11	0.2757304191748285	0.525	0.36	9.765565605648722e-7
UC FBs	IL1R1	4.317512236020085e-14	0.27531908681686434	0.609	0.398	9.400519391486531e-10
UC FBs	DMD	1.1662218867295885e-26	0.27348559185543186	0.29	0.09	2.539214913976333e-22
UC FBs	PSD3	6.727240969622216e-12	0.27327680368842383	0.434	0.258	1.4647221763158451e-7
UC FBs	HSP90B1	5.349288480670059e-12	0.2720368841578398	0.862	0.747	1.164700580896292e-7
UC FBs	RCSD1	2.335373423049375e-25	0.2719286000932224	0.327	0.115	5.0848085540054045e-21
UC FBs	FAM89A	4.322908980279661e-14	0.2704402660172749	0.303	0.143	9.412269722762906e-10
UC FBs	ITM2C	8.205910421595597e-15	0.2703686589396008	0.613	0.4	1.7866728760940095e-10
UC FBs	GLIPR1	9.192622733054387e-13	0.2698900734359972	0.37	0.203	2.0015097476679317e-8
UC FBs	PRKAR2B	8.423827644749609e-16	0.2685039076725387	0.431	0.228	1.8341199930913322e-11
UC FBs	HACD4	7.88822719669006e-21	0.2667361150350652	0.354	0.15	1.7175037075353267e-16
UC FBs	PAPPA2	2.235165026613512e-56	0.2665192258403145	0.128	0.004	4.8666248124456e-52
UC FBs	PTX3	2.2663355310787577e-31	0.26500346399834407	0.168	0.027	4.934492351817779e-27
UC FBs	HLA-A	1.2484621002744124e-10	0.2645248124323625	0.983	0.947	2.718276530927478e-6
UC FBs	PTPRE	2.5444180119406475e-11	0.2617966777266564	0.313	0.167	5.539961337398372e-7
UC FBs	COL5A1	6.665181327392749e-15	0.2617646841557344	0.721	0.479	1.4512099304132233e-10
UC FBs	SDC2	1.8691844675847246e-10	0.2615286695404394	0.657	0.484	4.069775341272221e-6
UC FBs	PPP1R15A	1.4366289477954445e-4	0.25995913925840375	0.768	0.705	1
UC FBs	PDGFC	1.475755743112563e-23	0.2532375022061412	0.38	0.148	3.2131629794789834e-19
UC FBs	RDH10	4.847968070070564e-8	0.252764369751166	0.316	0.19	0.0010555480878964639
UC FBs	GCLM	5.5708662782118137e-14	0.2521097477349006	0.327	0.164	1.2129447147550581e-9
UC FBs	PLEK	3.319410944566269e-26	0.25159963073201536	0.104	0.012	7.227353449604138e-22
UC FBs	CTGF	3.588619192471928e-7	0.2511204592258225	0.69	0.559	0.00781350056776913
UC FBs	GLP2R	3.0720098802148715e-78	0.2510797606504237	0.205	0.011	6.68868711219184e-74
UC FBs	PIK3R1	1.4490175507192366e-6	0.2509028209484844	0.512	0.412	0.03154945913180994
UC FBs	FNDC3B	1.5880600408091722e-10	0.25057428413670557	0.65	0.509	3.457683126853811e-6
UC FBs	ITPR2	2.8564325792923564e-10	0.25040244806789214	0.374	0.23	6.219310654893248e-6
CAFs	COL1A1	1.0384394238593122e-203	2.5597439231261463	1	0.648	2.26099415756888e-199
CAFs	COL1A2	4.265019965382396e-198	2.221460033623166	1	0.663	9.286227970627092e-194
CAFs	MMP11	4.779090817294158e-158	2.1613899859494	0.676	0.136	1.0405514436494571e-153
CAFs	CTHRC1	2.4655288442531553e-278	2.138516855350983	0.959	0.228	5.368195952592395e-274
CAFs	COL3A1	2.8377249528693996e-192	2.0761771243518647	0.998	0.64	6.178578539882544e-188
CAFs	MMP1	5.525253835643046e-48	2.0143345301940623	0.193	0.027	1.2030135176345603e-43
CAFs	POSTN	8.324395788965144e-116	1.6712513690467588	0.778	0.274	1.8124706951313808e-111
CAFs	THBS2	9.906350821488026e-304	1.6491078469679907	0.944	0.154	2.1569097643625877e-299
CAFs	COL12A1	9.125044536807774e-171	1.6472253940855488	0.908	0.351	1.9867959469991566e-166
CAFs	EPYC	1.3236870560468372e-109	1.590253199565028	0.208	0.003	2.8820638271307785e-105
CAFs	LUM	4.646802990739086e-179	1.5556160247744044	0.998	0.436	1.0117484151736211e-174
CAFs	CTSK	4.8588933964215504e-186	1.5233408616897892	0.969	0.415	1.0579268592028642e-181
CAFs	COL5A2	8.804138240543053e-177	1.5003856311863366	0.986	0.514	1.916925019113439e-172
CAFs	IGLC3	0.00957050544101271	1.4785076953562628	0.227	0.173	1
CAFs	SULF1	1.2322496154740658e-197	1.476664649361838	0.973	0.338	2.6829770877716833e-193
CAFs	IGLC2	0.051256600555504905	1.4722147047387553	0.246	0.294	1
CAFs	AEBP1	1.2935019224928172e-175	1.4463511079805016	0.973	0.553	2.816341735843611e-171
CAFs	GREM1	1.2150304353623488e-225	1.4371249881069104	0.778	0.109	2.645485766914442e-221
CAFs	SFRP4	5.6552767480529695e-151	1.410627989305911	0.572	0.083	1.231323406353573e-146
CAFs	COL6A3	2.9861375960466507e-164	1.395324494769182	0.998	0.494	6.501717387872373e-160
CAFs	SPON2	8.83127756861057e-193	1.3774235325646156	0.969	0.368	1.9228340650135796e-188
CAFs	COL11A1	0	1.3642774066650374	0.652	0.019	0
CAFs	SPARC	2.2955207667635575e-132	1.3561414500289404	0.998	0.868	4.998037365474294e-128
CAFs	MMP2	7.495589741558764e-150	1.335668605449113	0.935	0.462	1.63201475442959e-145
CAFs	BGN	5.742386251768333e-163	1.3222163416267907	0.99	0.51	1.250289758597519e-158
CAFs	COL5A1	2.377141611419405e-165	1.3066645075326155	0.954	0.43	5.17575043054347e-161
CAFs	THY1	5.270615580768813e-165	1.2846698792737579	0.981	0.435	1.1475711304007937e-160
CAFs	NBL1	1.009203309747586e-154	1.2810371948409265	0.954	0.484	2.1973383663134192e-150
CAFs	COL8A1	2.91421684211766e-230	1.2728734909553994	0.894	0.183	6.345124330342781e-226
CAFs	ANTXR1	7.875660045271117e-163	1.2484101084632169	0.894	0.35	1.7147674616568803e-158
CAFs	PCOLCE	9.348673384871591e-145	1.234343257591831	0.94	0.424	2.0354866560880915e-140
CAFs	VCAN	4.8030553936145216e-154	1.2114319442636126	0.957	0.369	1.0457692508516898e-149
CAFs	CDH11	3.7539963627216776e-199	1.1600909815867504	0.942	0.294	8.173576280553908e-195
CAFs	ISLR	4.496065356853643e-168	1.1568209436826593	0.867	0.268	9.789283101477437e-164
CAFs	ARL4C	4.2924362302109063e-216	1.1525689180948187	0.746	0.115	9.345921404038206e-212
CAFs	ASPN	3.4021560915264653e-60	1.1453966689900175	0.609	0.251	7.407514458080573e-56
CAFs	RARRES2	1.5446788077229775e-120	1.1164962983770392	0.988	0.592	3.363229168055239e-116
CAFs	TIMP1	1.8355260730290584e-80	1.0992164162742406	0.99	0.846	3.996490918806169e-76
CAFs	MXRA5	2.8174666897955112e-155	1.090505387634345	0.911	0.331	6.134470223691767e-151
CAFs	FN1	8.651200250031474e-62	1.0895925376159912	0.896	0.601	1.8836258304393527e-57
CAFs	PDPN	3.110475894467019e-194	1.0765851610180373	0.8	0.161	6.7724391650230395e-190
CAFs	TMEM158	2.0594799077088996e-189	1.0730273225900666	0.72	0.122	4.484105603054587e-185
CAFs	COL6A1	1.5848693374770124e-114	1.0504760096704173	0.995	0.718	3.450736008488699e-110
CAFs	LGALS1	4.094907759617405e-108	1.0436386725479596	0.998	0.896	8.915842665014976e-104
CAFs	MXRA8	2.1996491127202757e-163	1.0404246488746733	0.944	0.401	4.789296013125856e-159
CAFs	TNC	1.1771197810931562e-77	1.0383576412722042	0.556	0.167	2.562942899374129e-73
CAFs	DIO2	6.370572562867922e-204	1.032537546489088	0.597	0.058	1.3870647641132327e-199
CAFs	FTH1	6.558335281686704e-82	1.0168608318891785	0.966	0.834	1.427946340881646e-77
CAFs	HTRA1	4.407476253604544e-77	1.0111660835242757	0.886	0.557	9.596398046973173e-73
CAFs	TIMP2	2.0614856439097325e-142	1.0051789348383113	0.988	0.75	4.4884726924846606e-138
CAFs	RAB31	1.2995306887734884e-151	1.0044184485209036	0.879	0.317	2.829468168666516e-147
CAFs	MMP3	8.712784124988533e-26	0.9823917342563526	0.111	0.017	1.8970344875337534e-21
CAFs	CST1	1.215285077928089e-44	0.9352194127202648	0.104	0.005	2.646040200172828e-40
CAFs	PPIC	2.6922313284781958e-105	0.9157749836906535	0.899	0.541	5.861795271495576e-101
CAFs	FAP	2.619132969045321e-210	0.9146851631467311	0.833	0.163	5.702638213502377e-206
CAFs	SERPINF1	5.637086342531676e-113	0.9124622235958308	0.952	0.445	1.227362809359422e-108
CAFs	COL10A1	2.637919603929097e-269	0.9080630181947679	0.5	0.008	5.743542353634823e-265
CAFs	COL6A2	1.302023942487652e-107	0.9034994428303631	0.993	0.774	2.834896729978365e-103
CAFs	ADAM12	5.863633471405024e-243	0.8872849696925611	0.63	0.048	1.276688915729016e-238
CAFs	DCN	3.3916144293624876e-117	0.864835931453309	0.988	0.419	7.384562097050944e-113
CAFs	PLXDC2	5.763255754070468e-119	0.840818530546221	0.867	0.362	1.2548336753337632e-114
CAFs	ADAMTS2	5.045136313193741e-194	0.8369089697730981	0.742	0.13	1.0984775294716732e-189
CAFs	SERPINH1	3.6611040523303957e-119	0.7967085954348782	0.87	0.375	7.971321853138971e-115
CAFs	C1S	1.9229555745173574e-97	0.7913131025322486	0.988	0.61	4.186851172396642e-93
CAFs	CYR61	4.486704489072041e-48	0.7909978105973332	0.814	0.556	9.768901684056556e-44
CAFs	FTL	4.942016996966492e-83	0.7848633132995859	1	0.986	1.0760253607495143e-78
CAFs	SOX4	1.3703319276628069e-72	0.7753962901697451	0.906	0.578	2.9836237061002294e-68
CAFs	SPATS2L	4.777709666223139e-112	0.7686543297446244	0.874	0.412	1.040250725626764e-107
CAFs	COL16A1	5.410558719576347e-174	0.768294250523306	0.785	0.171	1.178040950013358e-169
CAFs	PLAU	1.4614908217649824e-51	0.767739536849861	0.585	0.24	3.182103966228896e-47
CAFs	ITGB5	2.934590448696361e-110	0.7649634327821195	0.804	0.326	6.389483783946587e-106
CAFs	CCL11	3.6551443061276735e-28	0.7633525518621262	0.394	0.16	7.958345697731784e-24
CAFs	PALLD	1.4007533123894586e-89	0.7621301137543759	0.925	0.502	3.049860187065568e-85
CAFs	CEBPB	2.305489480408012e-61	0.7619538974033262	0.884	0.589	5.019742245692365e-57
CAFs	HSPA1A	5.162506964056457e-63	0.7544637621877626	0.952	0.833	1.1240326412840124e-58
CAFs	C1R	4.8199642996036477e-88	0.746893696838689	0.998	0.66	1.0494508269527022e-83
CAFs	NTM	3.869123987974328e-177	0.7369276478617717	0.597	0.073	8.424243659016505e-173
CAFs	HTRA3	2.1225473569159537e-88	0.7342606573396591	0.585	0.166	4.621422360213106e-84
CAFs	NR2F1	4.753087881340002e-49	0.7336008498885676	0.614	0.29	1.0348898244041585e-44
CAFs	ANGPTL2	8.817757460484303e-95	0.7329983293506586	0.756	0.294	1.9198903318712472e-90
CAFs	HOPX	1.0054283446470756e-77	0.7318496602889485	0.481	0.12	2.189119134800078e-73
CAFs	GEM	3.1623277631692574e-59	0.7306396494266947	0.693	0.322	6.885336238748425e-55
CAFs	EMILIN1	4.0390373570787797e-100	0.729309362572114	0.954	0.477	8.794196037567627e-96
CAFs	COL7A1	1.1136600097766157e-107	0.7278194551019315	0.435	0.068	2.424771939286625e-103
CAFs	LOXL2	4.824300665294259e-112	0.7239919973376552	0.792	0.273	1.0503949838545192e-107
CAFs	RGS16	1.9985592566607342e-28	0.7213608071868527	0.493	0.253	4.3514630695274165e-24
CAFs	SEPT11	2.5905501019756878e-101	0.7188756643300718	0.771	0.292	5.640404737031665e-97
CAFs	FSTL1	5.9032538150606775e-96	0.7161603944046493	0.973	0.642	1.2853154531531612e-91
CAFs	PLOD2	3.0454189897602484e-113	0.7119884449979395	0.816	0.299	6.630790766404989e-109
CAFs	MARCKS	1.7721626080836154e-74	0.7116816284656031	0.961	0.635	3.858529646580456e-70
CAFs	TCEAL9	4.159822618322267e-96	0.7039989551067435	0.93	0.562	9.057181786873071e-92
CAFs	BASP1	1.7174404942894267e-121	0.7030050614117012	0.795	0.239	3.739383188216369e-117
CAFs	COL9A1	2.724705274742549e-47	0.7000048926699362	0.213	0.035	5.932500794696951e-43
CAFs	FKBP10	8.646648175742297e-112	0.6991673637283906	0.838	0.344	1.8826347073043703e-107
CAFs	PPIB	8.958896191754642e-96	0.6976527384912237	0.988	0.823	1.9506204678307381e-91
CAFs	GJB2	9.077717582194544e-138	0.6972252685803718	0.348	0.021	1.976491449171218e-133
CAFs	FIBIN	1.112657927144175e-140	0.6965821193342625	0.628	0.117	2.4225901047710125e-136
CAFs	FBN1	5.168627196594314e-101	0.6925947793578974	0.966	0.516	1.12536519951448e-96
CAFs	HSPA1B	7.663651367123083e-60	0.6823509944186841	0.903	0.657	1.6686068121637087e-55
CAFs	FNDC1	9.699926597079072e-122	0.680381059087236	0.582	0.11	2.1119650179820262e-117
CAFs	ITGA11	3.2503699618733264e-152	0.6739240954416787	0.647	0.12	7.077030517986794e-148
CAFs	FBLN1	1.3728444725933204e-96	0.6717158472206282	0.959	0.415	2.9890942701774367e-92
CAFs	CXCL1	2.807796642818135e-18	0.659052217588061	0.302	0.133	6.113415630407926e-14
CAFs	OSTC	1.4926709804282934e-85	0.6573990902795085	0.899	0.535	3.2499925256865232e-81
CAFs	RUNX1	1.437886299655477e-122	0.6476651210989773	0.787	0.238	3.13070984023987e-118
CAFs	SULF2	1.3038986044668489e-101	0.645780796693707	0.78	0.284	2.8389784315056703e-97
CAFs	MDK	1.6876496786681993e-75	0.6455234295580694	0.693	0.284	3.67451964536427e-71
CAFs	CD63	6.3035584682157e-81	0.6371259178332327	0.995	0.975	1.3724737852846044e-76
CAFs	ANXA5	5.525056438093374e-76	0.6303507961920367	0.966	0.767	1.2029705382660704e-71
CAFs	MAFB	5.0342327853530734e-36	0.6287535134821626	0.601	0.324	1.0961035043549248e-31
CAFs	CLEC11A	8.376335894900539e-92	0.6275623051516517	0.855	0.375	1.8237796143966944e-87
CAFs	CTGF	9.515935587535356e-29	0.6211684975132108	0.797	0.536	2.071904655474073e-24
CAFs	TIMP3	1.1936677476198985e-5	0.6164620781547296	0.819	0.733	0.2598972786892805
CAFs	CXCL14	1.6697909550317345e-35	0.6149088485947152	0.609	0.277	3.6356358463905954e-31
CAFs	TGFBI	1.6484183125396945e-55	0.6137769973858549	0.71	0.331	3.589101191892677e-51
CAFs	DKK3	1.7067315208393246e-86	0.6062504478987841	0.841	0.367	3.7160665403234613e-82
CAFs	DNAJB1	1.2643602503656715e-29	0.6060071927124802	0.812	0.634	2.7528915731211765e-25
CAFs	PTK7	1.9758802716391803e-139	0.6056678596189317	0.717	0.176	4.3020841154399874e-135
CAFs	CALD1	1.4306883818693412e-66	0.6036126509503847	0.995	0.854	3.1150378138441166e-62
CAFs	PRRX1	2.0283103429359997e-98	0.602727513828944	0.616	0.165	4.416240109674552e-94
CAFs	CD99	2.4549190346705325e-58	0.6019875518908615	0.942	0.762	5.34509521418815e-54
CAFs	ARID5B	1.8346258868148774e-67	0.6008887320789226	0.937	0.609	3.9945309433620325e-63
CAFs	CHI3L1	1.0444412017201557e-34	0.5989879658907282	0.164	0.027	2.274061828505295e-30
CAFs	PHLDA3	3.4036935061948904e-76	0.5981145649756296	0.783	0.345	7.410861871038135e-72
CAFs	TNFRSF12A	2.8663477225063022e-74	0.5976895345409163	0.51	0.139	6.240898896212972e-70
CAFs	GLT8D2	1.5129795893853654e-86	0.5924335809421994	0.696	0.267	3.294210459968756e-82
CAFs	GOLM1	4.203951230270441e-94	0.5921222059958318	0.655	0.205	9.15326301366783e-90
CAFs	ITGAV	6.635787414085145e-66	0.586077131183518	0.833	0.456	1.4448099936687587e-61
CAFs	WNT5A	4.2439324545295747e-92	0.5781039322723864	0.519	0.116	9.240314133247243e-88
CAFs	TPM4	4.1605811242945653e-57	0.5755567603420055	0.947	0.718	9.058833281926558e-53
CAFs	CCDC71L	4.590011446642574e-44	0.5749542212915304	0.572	0.263	9.993831922774876e-40
CAFs	WNT2	4.561309330741789e-193	0.5742222902830068	0.415	0.015	9.931338805824097e-189
CAFs	KDELR3	1.135026305430315e-109	0.5708317431348093	0.599	0.146	2.4712927748134247e-105
CAFs	FAM114A1	2.838515834198296e-80	0.5679857969847265	0.836	0.411	6.18030052579995e-76
CAFs	PDGFC	4.442952585312189e-145	0.5668762225075232	0.601	0.102	9.673640664000229e-141
CAFs	IGFBP5	8.277534619562491e-28	0.566028606026002	0.819	0.544	1.802267612717341e-23
CAFs	PKM	8.02180675156557e-63	0.5645492677664503	0.884	0.569	1.7465879840183717e-58
CAFs	ELN	6.3915291250805935e-59	0.561668807786609	0.643	0.28	1.3916276364037977e-54
CAFs	NNMT	7.562887688326233e-51	0.5577783246002845	0.969	0.709	1.6466675363792707e-46
CAFs	FGF7	2.0951733956309904e-51	0.5570546015956415	0.58	0.232	4.561821034307355e-47
CAFs	TNFAIP6	1.0074905996895057e-43	0.5505979270070658	0.449	0.166	2.193609282703961e-39
CAFs	CSGALNACT2	3.7176428037270795e-82	0.5487900302853225	0.671	0.24	8.0944236765549705e-78
CAFs	COPZ2	2.8158018166387914e-76	0.5453439969724199	0.635	0.234	6.130845295367641e-72
CAFs	PCDH7	9.06884568786062e-96	0.5443731676348709	0.638	0.176	1.9745597716178928e-91
CAFs	CKAP4	2.3209082873485734e-80	0.538868183168961	0.758	0.314	5.053313614044049e-76
CAFs	CLMP	8.72966919621444e-83	0.5362184207318874	0.72	0.254	1.9007108740917702e-78
CAFs	F2R	5.7632429530613325e-28	0.5263911614563803	0.594	0.344	1.254830888170044e-23
CAFs	TTC3	2.2844390798590366e-59	0.5256532069483566	0.877	0.561	4.9739092085770805e-55
CAFs	LRP1	1.801692385062245e-75	0.524448082952475	0.942	0.487	3.922824829996026e-71
CAFs	CMTM3	9.315424184476086e-90	0.5236696848812679	0.647	0.203	2.0282473076859784e-85
CAFs	CPXM1	5.6567939146056225e-126	0.5211679097025139	0.536	0.089	1.2316537390270822e-121
CAFs	CNN2	7.147931524394304e-80	0.5190702978132264	0.652	0.237	1.5563191308063716e-75
CAFs	PMEPA1	1.2687549532817981e-55	0.5186525900065971	0.836	0.469	2.762460159780459e-51
CAFs	KIAA1217	4.496675689554861e-92	0.5176530168822668	0.628	0.188	9.790611978867798e-88
CAFs	SSR3	2.2594355055143486e-71	0.5148529879510901	0.855	0.477	4.919468926156391e-67
CAFs	STEAP1	5.741225549501969e-79	0.5135687683523706	0.464	0.109	1.2500370388930637e-74
CAFs	BHLHE41	1.485694444681794e-96	0.5116464495739801	0.517	0.109	3.23480251440567e-92
CAFs	HSPA5	9.342889428922784e-39	0.5101814252241872	0.913	0.673	2.034227315359358e-34
CAFs	HSPA6	8.7129239660611e-31	0.5099187796152459	0.234	0.063	1.897064935130483e-26
CAFs	PRDM1	3.8936367013292886e-47	0.5085169247053694	0.51	0.195	8.47761518980426e-43
CAFs	TPM2	1.3721187611178396e-62	0.5069761451723178	0.978	0.639	2.9875141785818722e-58
CAFs	COMP	7.006424262754237e-50	0.506970568876038	0.169	0.017	1.52550875472948e-45
CAFs	LOX	3.3338165792804064e-72	0.5041897517410722	0.572	0.179	7.258718838067229e-68
CAFs	ADAMTS12	3.3908940401308673e-127	0.492812332867288	0.486	0.068	7.382993593576937e-123
CAFs	PRDX4	2.839640088182816e-57	0.49234460601123986	0.768	0.413	6.182748364000445e-53
CAFs	GPNMB	6.158917440240914e-87	0.4902296103901561	0.713	0.223	1.3409810942636542e-82
CAFs	GAPDH	1.2615762347551687e-43	0.48978358074683226	0.981	0.932	2.7468299359324286e-39
CAFs	SERPINE2	1.862142197982263e-53	0.4871564542103721	0.688	0.29	4.054442207666781e-49
CAFs	LMO7	1.1416882338273237e-119	0.4871219065259271	0.473	0.071	2.485797791512232e-115
CAFs	SPOCK1	5.948512014626969e-105	0.4870679710538439	0.481	0.087	1.29516952094473e-100
CAFs	VEGFB	1.3181854564658738e-63	0.4853954298196973	0.78	0.382	2.870085194363147e-59
CAFs	DKK2	7.689737408815637e-94	0.48514523930075215	0.193	0.005	1.6742865260214285e-89
CAFs	LMAN1	1.3598030820780584e-59	0.48337863702948103	0.857	0.533	2.9606992506085565e-55
CAFs	MMP23B	6.728247875031111e-81	0.4816128474468989	0.478	0.115	1.4649414098305237e-76
CAFs	KCNQ1OT1	2.208422194920927e-27	0.47897469847253427	0.761	0.52	4.808397645001334e-23
CAFs	MAPKAP1	5.068847694927685e-40	0.47737695286976645	0.425	0.165	1.1036402086166047e-35
CAFs	HCFC1R1	9.35026986089059e-50	0.47714500411259353	0.737	0.398	2.035834256811708e-45
CAFs	CREB3L1	1.7368368200585885e-110	0.47675927239486626	0.546	0.109	3.7816148083135645e-106
CAFs	TMEM176B	3.253531245851145e-52	0.47567619335788724	0.877	0.451	7.083913581591698e-48
CAFs	LGALS3BP	2.3819508020814367e-59	0.47347610269393114	0.94	0.545	5.186221481371912e-55
CAFs	GPC6	1.4838892049812805e-67	0.4727555698591821	0.727	0.302	3.230871966005742e-63
CAFs	NEAT1	9.548720112466872e-41	0.47237004116381387	1	0.995	2.079042830087412e-36
CAFs	SGCB	3.490994862066869e-61	0.4720823025274969	0.737	0.358	7.600943113178194e-57
CAFs	ROBO2	6.783954935181516e-134	0.4704912216281722	0.386	0.032	1.4770705080370715e-129
CAFs	MAF	1.1737687162693491e-55	0.4699758912481219	0.43	0.132	2.5556466259332537e-51
CAFs	CXCL5	1.654088631764796e-39	0.4697543179373306	0.104	0.007	3.60144717794149e-35
CAFs	CRABP2	2.2522907020602624e-77	0.46488515030901095	0.372	0.068	4.9039125455958096e-73
CAFs	ADM	6.739642248800113e-24	0.4643735977358296	0.473	0.254	1.4674223068312487e-19
CAFs	EFEMP2	7.923604020598702e-79	0.46272397578427843	0.684	0.252	1.7252063034049555e-74
CAFs	SERPING1	2.7616507140486654e-56	0.4626666106821806	0.961	0.693	6.012942099698159e-52
CAFs	GAS1	5.504755279727584e-54	0.4591217001433479	0.44	0.131	1.1985503670550868e-49
CAFs	AGT	4.6472094523893555e-31	0.45214370190717645	0.304	0.102	1.0118369140687344e-26
CAFs	FRMD6	5.499917919738167e-54	0.4516962758736766	0.647	0.284	1.197497128664591e-49
CAFs	ALDH1A3	7.215934503601444e-32	0.4512334639726732	0.452	0.202	1.5711254194691426e-27
CAFs	TWIST1	4.6552091859354284e-156	0.4512176306406589	0.481	0.047	1.0135786960537209e-151
CAFs	SDC2	1.239085348044076e-51	0.4448057541471605	0.826	0.45	2.6978605282963667e-47
CAFs	WISP1	5.140017578219963e-122	0.44289480351335825	0.44	0.055	1.1191360273058327e-117
CAFs	MOXD1	9.810380565793907e-88	0.4428746235367951	0.49	0.107	2.1360141605903073e-83
