cell_type_epi_custom	Gene	key	Pathway	Normal	Tumor	diff
TC2	EPHA3	receptors	EPHRIN	0	0	0
TC2	EPHA7	receptors	EPHRIN	0	0	0
TC2	ERBB4	receptors	EGF	0	0	0
TC2	FGF1	ligands	FGF	0	0	0
TC2	FGF10	ligands	FGF	0	0	0
TC2	FGF3	ligands	FGF	0	0	0
TC2	FLT4	receptors	VEGF	0	0	0
TC2	FST	ligands	TGFB	0	0	0
TC2	FZD9	receptors	WNT	0	0	0
TC2	HGF	ligands	HGF	0	0	0
TC2	IGF2	ligands	IGF	0	0	0
TC2	INHBA	ligands	TGFB	0	0	0
TC2	RSPO1	ligands	WNT AMP	0	0	0
TC2	RSPO2	ligands	WNT AMP	0	0	0
TC2	RSPO3	ligands	WNT AMP	0	0	0
TC2	VEGFC	ligands	VEGF	0	0	0
TC2	WNT10A	ligands	WNT	0	0	0
TC2	WNT16	ligands	WNT	0	0	0
TC2	WNT2	ligands	WNT	0	0	0
TC2	WNT7A	ligands	WNT	0	0	0
TC3	BMPR1B	receptors	BMP	0	0	0
TC3	EFNA4	ligands	EPHRIN	0	0	0
TC3	ERBB4	receptors	EGF	0	0	0
TC3	FGF1	ligands	FGF	0	0	0
TC3	FGF10	ligands	FGF	0	0	0
TC3	FST	ligands	TGFB	0	0	0
TC3	KDR	receptors	VEGF	0	0	0
TC3	RSPO1	ligands	WNT AMP	0	0	0
TC3	RSPO2	ligands	WNT AMP	0	0	0
TC3	RSPO3	ligands	WNT AMP	0	0	0
TC3	VEGFD	ligands	VEGF	0	0	0
TC3	WNT10A	ligands	WNT	0	0	0
TC3	WNT16	ligands	WNT	0	0	0
TC3	WNT7A	ligands	WNT	0	0	0
TC4	DHH	ligands	HEDGEHOG	0	0	0
TC4	DLL3	ligands	NOTCH	0	0	0
TC4	EPHA3	receptors	EPHRIN	0	0	0
TC4	EPHA7	receptors	EPHRIN	0	0	0
TC4	ERBB4	receptors	EGF	0	0	0
TC4	FGF10	ligands	FGF	0	0	0
TC4	FLT4	receptors	VEGF	0	0	0
TC4	HGF	ligands	HGF	0	0	0
TC4	RSPO1	ligands	WNT AMP	0	0	0
TC4	RSPO2	ligands	WNT AMP	0	0	0
TC4	RSPO3	ligands	WNT AMP	0	0	0
TC4	WNT2	ligands	WNT	0	0	0
TC4	WNT3A	ligands	WNT	0	0	0
TC4	WNT7A	ligands	WNT	0	0	0
Enterocytes 2	EREG	ligands	EGF	0.06559940495005769	0.06557930449240235	-2.01004576553393e-5
Imma. Gob. 1	TGFB3	ligands	TGFB	0.0029154455544056586	0.002866815150764888	-4.8630403640770575e-5
Ent. Prog. 2	WNT4	ligands	WNT	0.0017512561408790936	0.0016988901484312384	-5.23659924478552e-5
Ent. Prog. 2	EPHA2	receptors	EPHRIN	0.13182148257806475	0.13170471733509503	-1.1676524296971857e-4
Imma. Gob. 1	TNFRSF10B	receptors	TRAIL	0.0408852882711612	0.04076247463027612	-1.228136408850805e-4
Ent. Prog. 2	FGFR1	receptors	FGF	7.005024563516375e-4	5.662967161437462e-4	-1.3420574020789127e-4
TC3	TGFA	ligands	EGF	0.031109440071170304	0.03095496540992314	-1.5447466124716286e-4
Ent. Prog. 1	EGF	ligands	EGF	0.0042738895662328465	0.004116075894061433	-1.5781367217141372e-4
TC2	DLL4	ligands	NOTCH	0.014960011091221841	0.01480199833044712	-1.5801276077472177e-4
Stem/TA 3	FZD9	receptors	WNT	0.0014747812352339262	0.0013078248689810288	-1.6695636625289737e-4
Stem/TA 3	WNT10A	ligands	WNT	0.0014747812352339262	0.0013078248689810288	-1.6695636625289737e-4
Stem/TA 1	FZD9	receptors	WNT	8.669758355971799e-4	6.652084266410223e-4	-2.017674089561575e-4
Enterocytes 1	NOTCH1	receptors	NOTCH	0.009352810532293115	0.009120357638946648	-2.324528933464673e-4
Ent. Prog. 1	WNT3A	ligands	WNT	0.0027197479057845387	0.0024696455364368597	-2.5010236934767905e-4
Imma. Gob. 1	SHH	ligands	HEDGEHOG	0.00801747527461556	0.0077632484222713875	-2.542268523441733e-4
Ent. Prog. 2	NOTCH4	receptors	NOTCH	0.001401004912703275	0.0011325934322874924	-2.6841148041578254e-4
Enterocytes 2	EPHB3	receptors	EPHRIN	0.003546270889504009	0.0032390055166352585	-3.0726537286875034e-4
Imma. Gob. 1	FGF9	ligands	FGF	0.003644306943007073	0.0033271064666877373	-3.1720047631933566e-4
TC3	ERBB3	receptors	EGF	0.02871023824804507	0.028388280432489227	-3.219578155558428e-4
Goblet	LRRC32	ligands	TGFB	0.0019975423070891793	0.00166621918403833	-3.3132312305084936e-4
TC3	LGR4	receptors	WNT AMP	0.1042455035492912	0.10391249127473917	-3.3301227455202753e-4
Ent. Prog. 1	BMP4	ligands	BMP	0.001165606245336231	8.232151788122866e-4	-3.423910665239444e-4
Ent. Prog. 2	TNF	ligands	TNFSF10	0.004407898572424208	0.004060304983313726	-3.4759358911048196e-4
Imma. Gob. 1	BMP6	ligands	BMP	0.0014577227772028293	0.0011090354888959124	-3.4868728830691684e-4
Imma. Gob. 1	FZD2	receptors	WNT	0.0014577227772028293	0.0011090354888959124	-3.4868728830691684e-4
Imma. Gob. 1	WNT3A	ligands	WNT	0.0014577227772028293	0.0011090354888959124	-3.4868728830691684e-4
Imma. Gob. 1	BMPR1A	receptors	BMP	0.022718554819153195	0.022369162634968465	-3.493921841847304e-4
Ent. Prog. 2	EFNA4	ligands	EPHRIN	3.502512281758187e-4	0	-3.502512281758187e-4
Ent. Prog. 2	EFNB3	ligands	EPHRIN	3.502512281758187e-4	0	-3.502512281758187e-4
Ent. Prog. 2	FGF7	ligands	FGF	3.502512281758187e-4	0	-3.502512281758187e-4
Imma. Gob. 2	EFNA4	ligands	EPHRIN	3.5042830159754567e-4	0	-3.5042830159754567e-4
Imma. Gob. 2	FLT1	receptors	VEGF	3.5042830159754567e-4	0	-3.5042830159754567e-4
Imma. Gob. 2	FLT4	receptors	VEGF	3.5042830159754567e-4	0	-3.5042830159754567e-4
Imma. Gob. 2	TGFB2	ligands	TGFB	3.5042830159754567e-4	0	-3.5042830159754567e-4
Imma. Gob. 2	WNT10A	ligands	WNT	3.5042830159754567e-4	0	-3.5042830159754567e-4
Imma. Gob. 1	MST1	ligands	MST	0.026060356954114232	0.0256962691016562	-3.640878524580303e-4
Ent. Prog. 1	EPHA3	receptors	EPHRIN	3.8853541511207695e-4	0	-3.8853541511207695e-4
Ent. Prog. 1	FGF7	ligands	FGF	3.8853541511207695e-4	0	-3.8853541511207695e-4
Ent. Prog. 1	FGFR1	receptors	FGF	3.8853541511207695e-4	0	-3.8853541511207695e-4
Ent. Prog. 1	WNT16	ligands	WNT	3.8853541511207695e-4	0	-3.8853541511207695e-4
Enterocytes 2	BMP4	ligands	BMP	4.13079368629288e-4	0	-4.13079368629288e-4
Enterocytes 2	EFNA4	ligands	EPHRIN	4.13079368629288e-4	0	-4.13079368629288e-4
Enterocytes 2	FGF7	ligands	FGF	4.13079368629288e-4	0	-4.13079368629288e-4
Enterocytes 2	KDR	receptors	VEGF	4.13079368629288e-4	0	-4.13079368629288e-4
Enterocytes 2	LRRC32	ligands	TGFB	4.13079368629288e-4	0	-4.13079368629288e-4
Enterocytes 2	NOTCH3	receptors	NOTCH	4.13079368629288e-4	0	-4.13079368629288e-4
Enterocytes 2	WNT4	ligands	WNT	4.13079368629288e-4	0	-4.13079368629288e-4
Stem/TA 2	FGFR1	receptors	FGF	4.2187898999388026e-4	0	-4.2187898999388026e-4
Stem/TA 2	FZD9	receptors	WNT	4.2187898999388026e-4	0	-4.2187898999388026e-4
Stem/TA 2	LTA	ligands	TNFSF10	4.2187898999388026e-4	0	-4.2187898999388026e-4
Stem/TA 2	TGFB2	ligands	TGFB	4.2187898999388026e-4	0	-4.2187898999388026e-4
Stem/TA 2	WNT16	ligands	WNT	4.2187898999388026e-4	0	-4.2187898999388026e-4
Stem/TA 1	ERBB4	receptors	EGF	4.3348791779858993e-4	0	-4.3348791779858993e-4
Enterocytes 3	EFNA4	ligands	EPHRIN	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	FGF2	ligands	FGF	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	FGF7	ligands	FGF	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	FLT1	receptors	VEGF	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	FZD2	receptors	WNT	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	WNT10B	ligands	WNT	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	WNT16	ligands	WNT	4.515616811465442e-4	0	-4.515616811465442e-4
Enterocytes 3	WNT9A	ligands	WNT	4.515616811465442e-4	0	-4.515616811465442e-4
Ent. Prog. 1	TGFBR1	receptors	TGFB	0.026940987404679928	0.02648277056244018	-4.5821684223974757e-4
Stem	LTA	ligands	TNFSF10	0.002020837261107712	0.0015558859271828176	-4.6495133392489437e-4
Enterocytes 2	TGFB1	ligands	TGFB	0.003717714317663592	0.0032390055166352585	-4.787088010283335e-4
Ent. Prog. 2	EPHB6	receptors	EPHRIN	0.0010507536845274562	5.662967161437462e-4	-4.8445696838371e-4
Goblet	HGF	ligands	HGF	4.993855767722948e-4	0	-4.993855767722948e-4
Goblet	LTA	ligands	TNFSF10	4.993855767722948e-4	0	-4.993855767722948e-4
Goblet	VEGFD	ligands	VEGF	4.993855767722948e-4	0	-4.993855767722948e-4
Goblet	WNT10B	ligands	WNT	4.993855767722948e-4	0	-4.993855767722948e-4
Goblet	WNT5A	ligands	WNT	4.993855767722948e-4	0	-4.993855767722948e-4
Ent. Prog. 1	TGFB1	ligands	TGFB	0.0042738895662328465	0.003774410724878795	-4.994788413540513e-4
Stem/TA 3	LTA	ligands	TNFSF10	0.004424343705701778	0.003923474606943087	-5.008690987586915e-4
Enterocytes 1	FGF9	ligands	FGF	0.003117603510764372	0.002605816468270471	-5.117870424939009e-4
TC2	EFNA2	ligands	EPHRIN	0.0049866703637406135	0.004471917293935131	-5.147530698054823e-4
TC1	WNT10A	ligands	WNT	0.0011161790347181083	5.766615478868097e-4	-5.395174868312986e-4
Imma. Gob. 1	EGFR	receptors	EGF	0.08244463666789648	0.08190185497465267	-5.427816932438018e-4
Stem/TA 3	EPHA1	receptors	EPHRIN	0.03478266012975938	0.03422567873625464	-5.569813935047338e-4
Goblet	EFNA3	ligands	EPHRIN	0.015565810974794444	0.01499597265634497	-5.698383184494747e-4
Imma. Gob. 1	FZD3	receptors	WNT	0.016763811937832537	0.016175241017515836	-5.885709203167014e-4
Ent. Prog. 2	EPHB4	receptors	EPHRIN	0.004553265966285643	0.003964077013006223	-5.891889532794207e-4
Imma. Gob. 1	WNT9A	ligands	WNT	0.00947519805181839	0.0088722839111673	-6.02914140651091e-4
Ent. Prog. 1	WNT2B	ligands	WNT	0.024543753033034157	0.02387324018555631	-6.705128474778464e-4
Ent. Prog. 2	TGFBR1	receptors	TGFB	0.01856331509331839	0.017886460543681756	-6.768545496366359e-4
Enterocytes 2	EGFR	receptors	EGF	0.22956606435856355	0.22887916250094834	-6.869018576152186e-4
Stem/TA 1	IGF1	ligands	IGF	6.870620942264602e-4	0	-6.870620942264602e-4
Stem/TA 1	VEGFC	ligands	VEGF	6.870620942264602e-4	0	-6.870620942264602e-4
Stem	TGFB3	ligands	TGFB	0.0030312558916615684	0.0023338288907742265	-6.974270008873419e-4
Ent. Prog. 2	FZD2	receptors	WNT	7.005024563516375e-4	0	-7.005024563516375e-4
Imma. Gob. 2	ERBB4	receptors	EGF	7.008566031950913e-4	0	-7.008566031950913e-4
Imma. Gob. 2	EPHB6	receptors	EPHRIN	0.004410127034796515	0.003694655918501603	-7.154711162949121e-4
Enterocytes 3	NOTCH4	receptors	NOTCH	7.157083313798761e-4	0	-7.157083313798761e-4
Imma. Gob. 1	EFNB3	ligands	EPHRIN	7.288613886014146e-4	0	-7.288613886014146e-4
Imma. Gob. 1	FGFR1	receptors	FGF	7.288613886014146e-4	0	-7.288613886014146e-4
Ent. Prog. 1	WNT3	ligands	WNT	0.0015541416604483078	8.232151788122866e-4	-7.309264816360212e-4
Enterocytes 1	EPHB3	receptors	EPHRIN	0.002078402340509581	0.0013029082341352355	-7.754941063743456e-4
Ent. Prog. 1	WNT9A	ligands	WNT	7.770708302241539e-4	0	-7.770708302241539e-4
Imma. Gob. 2	EGF	ligands	EGF	0.0017521415079877283	9.742054540547369e-4	-7.779360539329914e-4
Goblet	BMP7	ligands	BMP	7.915074125850935e-4	0	-7.915074125850935e-4
Enterocytes 2	EFNA5	ligands	EPHRIN	8.26158737258576e-4	0	-8.26158737258576e-4
Enterocytes 2	FGF2	ligands	FGF	8.26158737258576e-4	0	-8.26158737258576e-4
Enterocytes 2	FZD2	receptors	WNT	8.26158737258576e-4	0	-8.26158737258576e-4
Enterocytes 2	NOTCH4	receptors	NOTCH	8.26158737258576e-4	0	-8.26158737258576e-4
Stem/TA 2	NOTCH4	receptors	NOTCH	8.437579799877605e-4	0	-8.437579799877605e-4
Stem/TA 2	WNT9A	ligands	WNT	8.437579799877605e-4	0	-8.437579799877605e-4
Stem/TA 1	EPHA7	receptors	EPHRIN	8.669758355971799e-4	0	-8.669758355971799e-4
Stem/TA 1	FGF7	ligands	FGF	8.669758355971799e-4	0	-8.669758355971799e-4
Ent. Prog. 1	KDR	receptors	VEGF	9.021512962074553e-4	0	-9.021512962074553e-4
Stem/TA 1	ERBB3	receptors	EGF	0.02984548058558987	0.028943068974133204	-9.024116114566653e-4
Enterocytes 3	HGF	ligands	HGF	9.031233622930884e-4	0	-9.031233622930884e-4
Enterocytes 3	LTA	ligands	TNFSF10	9.031233622930884e-4	0	-9.031233622930884e-4
TC1	WNT11	ligands	WNT	0.02009122262492595	0.019127820294621112	-9.634023303048377e-4
TC1	TGFB3	ligands	TGFB	0.005580895173590542	0.004613292383094478	-9.676027904960641e-4
Imma. Gob. 2	BTC	ligands	EGF	0.046726057171782354	0.04575103230604065	-9.750248657417054e-4
Imma. Gob. 2	NOTCH4	receptors	NOTCH	0.0024529981111828195	0.0014613081810821054	-9.916899301007141e-4
Goblet	BMP6	ligands	BMP	9.987711535445897e-4	0	-9.987711535445897e-4
Goblet	EGF	ligands	EGF	9.987711535445897e-4	0	-9.987711535445897e-4
Goblet	FGFR1	receptors	FGF	9.987711535445897e-4	0	-9.987711535445897e-4
Goblet	NOTCH4	receptors	NOTCH	9.987711535445897e-4	0	-9.987711535445897e-4
Stem	DLL3	ligands	NOTCH	0.001010418630553856	0	-0.001010418630553856
Stem	FZD2	receptors	WNT	0.001010418630553856	0	-0.001010418630553856
Stem	TGFB2	ligands	TGFB	0.001010418630553856	0	-0.001010418630553856
Enterocytes 1	BMPR1A	receptors	BMP	0.013509615213312277	0.012488326566067054	-0.001021288647245223
Enterocytes 1	LTA	ligands	TNFSF10	0.0010392011702547905	0	-0.0010392011702547905
Enterocytes 1	NOTCH4	receptors	NOTCH	0.0010392011702547905	0	-0.0010392011702547905
Enterocytes 1	RSPO3	ligands	WNT AMP	0.0010392011702547905	0	-0.0010392011702547905
Enterocytes 1	WNT3A	ligands	WNT	0.0010392011702547905	0	-0.0010392011702547905
Imma. Gob. 1	BMP3	ligands	TGFB	0.004373168331608487	0.0033271064666877373	-0.00104606186492075
Ent. Prog. 1	TGFB3	ligands	TGFB	0.0027197479057845387	0.0016464303576245731	-0.0010733175481599656
Imma. Gob. 1	EFNA2	ligands	EPHRIN	0.0021865841658042437	0.0011090354888959124	-0.0010775486769083313
Imma. Gob. 1	WNT11	ligands	WNT	0.0021865841658042437	0.0011090354888959124	-0.0010775486769083313
TC1	EPHA7	receptors	EPHRIN	0.0011161790347181083	0	-0.0011161790347181083
Ent. Prog. 1	NOTCH4	receptors	NOTCH	0.0019426770755603848	8.232151788122866e-4	-0.0011194618967480983
TC3	BTC	ligands	EGF	0.03281170085490865	0.031691352967393574	-0.001120347887515076
Enterocytes 3	DLL1	ligands	NOTCH	0.015881390459449165	0.014747812352339261	-0.001133578107109904
TC3	EGF	ligands	EGF	0.004101462606863581	0.002957112545050961	-0.0011443500618126203
TC3	NOTCH4	receptors	NOTCH	0.004101462606863581	0.002957112545050961	-0.0011443500618126203
Stem/TA 2	LRRC32	ligands	TGFB	0.003375031919951042	0.0022216255787177734	-0.0011534063412332687
Imma. Gob. 2	FGFR1	receptors	FGF	0.0026579855268087874	0.0014613081810821054	-0.001196677345726682
Tuft	BMP6	ligands	BMP	0.001209680943385594	0	-0.001209680943385594
Tuft	EGF	ligands	EGF	0.001209680943385594	0	-0.001209680943385594
Tuft	FGF7	ligands	FGF	0.001209680943385594	0	-0.001209680943385594
Tuft	FGFR1	receptors	FGF	0.001209680943385594	0	-0.001209680943385594
Tuft	FZD4	receptors	WNT	0.001209680943385594	0	-0.001209680943385594
Tuft	SHH	ligands	HEDGEHOG	0.001209680943385594	0	-0.001209680943385594
Tuft	VEGFD	ligands	VEGF	0.001209680943385594	0	-0.001209680943385594
Tuft	WNT11	ligands	WNT	0.001209680943385594	0	-0.001209680943385594
Tuft	WNT5A	ligands	WNT	0.001209680943385594	0	-0.001209680943385594
Enterocytes 2	WNT9A	ligands	WNT	0.001239238105887864	0	-0.001239238105887864
Stem/TA 1	BMP6	ligands	BMP	0.0026009275067915396	0.0013304168532820447	-0.0012705106535094949
TC2	ACVR1C	receptors	TGFB	0.03989336290992491	0.0385478312487645	-0.0013455316611604082
Ent. Prog. 2	FZD3	receptors	WNT	0.004203014738109825	0.0028314835807187306	-0.0013715311573910941
Enterocytes 3	IGF1	ligands	IGF	0.001431416662759752	0	-0.001431416662759752
Ent. Prog. 2	TNFRSF10B	receptors	TRAIL	0.0466165952748813	0.04516493088888907	-0.0014516643859922296
Imma. Gob. 1	EPHA7	receptors	EPHRIN	0.0014577227772028293	0	-0.0014577227772028293
Imma. Gob. 1	LRRC32	ligands	TGFB	0.0014577227772028293	0	-0.0014577227772028293
Stem/TA 3	EFNB3	ligands	EPHRIN	0.0014747812352339262	0	-0.0014747812352339262
Stem/TA 3	ERBB4	receptors	EGF	0.0014747812352339262	0	-0.0014747812352339262
Stem/TA 3	FGFR1	receptors	FGF	0.0014747812352339262	0	-0.0014747812352339262
Stem/TA 3	FLT1	receptors	VEGF	0.0014747812352339262	0	-0.0014747812352339262
TC1	ERBB3	receptors	EGF	0.03190593585150826	0.030421715085592098	-0.0014842207659161652
Imma. Gob. 2	WNT3A	ligands	WNT	0.004410127034796515	0.002922616362164211	-0.0014875106726323045
Imma. Gob. 2	ERBB2	receptors	EGF	0.07307457719758147	0.07152212299370019	-0.0015524542038812816
Imma. Gob. 2	TNF	ligands	TNFSF10	0.008469825767995485	0.006902209109975838	-0.0015676166580196474
Imma. Gob. 2	FZD4	receptors	WNT	0.016675117590710612	0.015100184537848421	-0.001574933052862191
Goblet	FZD1	receptors	WNT	0.018270002599615413	0.0166621918403833	-0.0016078107592321124
Enterocytes 1	TGFB1	ligands	TGFB	0.006843100736833338	0.005211632936540942	-0.0016314678002923959
Ent. Prog. 2	DLL1	ligands	NOTCH	0.0056040196508131	0.003964077013006223	-0.001639942637806877
Stem/TA 3	NOTCH4	receptors	NOTCH	0.0029495624704678524	0.0013078248689810288	-0.0016417376014868236
Enterocytes 2	LTA	ligands	TNFSF10	0.001652317474517152	0	-0.001652317474517152
TC1	WNT3A	ligands	WNT	0.0022323580694362166	5.766615478868097e-4	-0.0016556965215494069
Enterocytes 3	FGF9	ligands	FGF	0.009031233622930884	0.0073739061761696305	-0.001657327446761253
Ent. Prog. 2	SHH	ligands	HEDGEHOG	0.00280200982540655	0.0011325934322874924	-0.0016694163931190574
Stem/TA 2	IGF1	ligands	IGF	0.001687515959975521	0	-0.001687515959975521
Stem	FGFR1	receptors	FGF	0.004041674522215424	0.0023338288907742265	-0.0017078456314411974
Ent. Prog. 1	NOTCH1	receptors	NOTCH	0.04896305817484947	0.047203034873194355	-0.001760023301655117
Enterocytes 1	WNT2B	ligands	WNT	0.03741124212917246	0.03562131568878062	-0.0017899264403918383
Stem/TA 2	ERBB3	receptors	EGF	0.02622818516760377	0.024437881365895506	-0.0017903038017082623
Goblet	WNT2B	ligands	WNT	0.03512670656376725	0.0333243836807666	-0.0018023228830006469
Enterocytes 3	LGR6	receptors	WNT AMP	0.0018062467245861767	0	-0.0018062467245861767
Enterocytes 3	WNT3A	ligands	WNT	0.0018062467245861767	0	-0.0018062467245861767
Enterocytes 1	IGF1	ligands	IGF	0.003117603510764372	0.0013029082341352355	-0.0018146952766291363
Ent. Prog. 2	BTC	ligands	EGF	0.02086970629668769	0.019019053975969247	-0.0018506523207184426
Stem	EPHB6	receptors	EPHRIN	0.008083349044430848	0.0062235437087312705	-0.0018598053356995775
Enterocytes 2	PTCH2	receptors	HEDGEHOG	0.014832395696674886	0.012956022066541034	-0.001876373630133852
Ent. Prog. 1	ERBB4	receptors	EGF	0.0027197479057845387	8.232151788122866e-4	-0.0018965327269722522
Tuft	WNT3	ligands	WNT	0.0019172989331031583	0	-0.0019172989331031583
Enterocytes 1	BTC	ligands	EGF	0.02096060966545021	0.01900286773674323	-0.001957741928706982
Enterocytes 1	TNF	ligands	TNFSF10	0.008490195622392723	0.006514541170676178	-0.0019756544517165455
TC4	FGFR4	receptors	FGF	0.19804205158855578	0.19602940726604753	-0.00201264432250825
Ent. Prog. 2	IGF1	ligands	IGF	0.0031522610535823685	0.0011325934322874924	-0.002019667621294876
Ent. Prog. 2	TGFB3	ligands	TGFB	0.0031522610535823685	0.0011325934322874924	-0.002019667621294876
Stem	EPHA7	receptors	EPHRIN	0.002020837261107712	0	-0.002020837261107712
Stem	WNT9A	ligands	WNT	0.002020837261107712	0	-0.002020837261107712
Enterocytes 1	WNT11	ligands	WNT	0.007274408191783534	0.005211632936540942	-0.002062775255242592
TC1	EFNA2	ligands	EPHRIN	0.014510327451335408	0.012447217886744605	-0.0020631095645908034
Enterocytes 2	WNT3A	ligands	WNT	0.00206539684314644	0	-0.00206539684314644
TC2	LTBP1	ligands	TGFB	0.029920022182443683	0.027844049651784157	-0.0020759725306595256
Imma. Gob. 1	MST1R	receptors	MST	0.1060576433244385	0.10397930311875081	-0.002078340205687687
Enterocytes 1	NOTCH3	receptors	NOTCH	0.002078402340509581	0	-0.002078402340509581
Ent. Prog. 2	BMP6	ligands	BMP	0.0021015073690549124	0	-0.0021015073690549124
Stem/TA 2	BMP6	ligands	BMP	0.0021093949499694014	0	-0.0021093949499694014
Stem/TA 1	LTA	ligands	TNFSF10	0.0034679033423887194	0.0013304168532820447	-0.0021374864891066745
Imma. Gob. 2	BMP3	ligands	TGFB	0.007008566031950913	0.0048710272702736845	-0.0021375387616772287
Enterocytes 2	WNT2B	ligands	WNT	0.020240889062835114	0.018089724350036872	-0.002151164712798241
Stem/TA 1	BTC	ligands	EGF	0.01253855674490269	0.010367248384364054	-0.0021713083605386357
Imma. Gob. 1	EGF	ligands	EGF	0.0021865841658042437	0	-0.0021865841658042437
Imma. Gob. 1	NOTCH4	receptors	NOTCH	0.0021865841658042437	0	-0.0021865841658042437
TC1	BMP6	ligands	BMP	0.0022323580694362166	0	-0.0022323580694362166
TC1	FGF7	ligands	FGF	0.0022323580694362166	0	-0.0022323580694362166
Stem/TA 2	LGR6	receptors	WNT AMP	0.017790605367726163	0.015551379051024413	-0.0022392263167017503
Stem	FGF7	ligands	FGF	0.0030312558916615684	7.779429635914088e-4	-0.0022533129280701597
Stem/TA 3	TGFB1	ligands	TGFB	0.01708528530695226	0.014807099127308694	-0.002278186179643567
Ent. Prog. 2	TGFB1	ligands	TGFB	0.004903517194461462	0.002596449207800609	-0.002307067986660853
Ent. Prog. 1	IGF1	ligands	IGF	0.002331212490672462	0	-0.002331212490672462
Stem	EFNA2	ligands	EPHRIN	0.017177116719415554	0.014780916308236768	-0.0023962004111787866
Tuft	EPHB6	receptors	EPHRIN	0.002419361886771188	0	-0.002419361886771188
Imma. Gob. 2	JAG1	ligands	NOTCH	0.02932373515121385	0.026873420918097943	-0.002450314233115907
Enterocytes 2	TGFB3	ligands	TGFB	0.002478476211775728	0	-0.002478476211775728
Enterocytes 3	NOTCH3	receptors	NOTCH	0.002479910416788482	0	-0.002479910416788482
Stem/TA 3	IGF1	ligands	IGF	0.0038122541898469257	0.0013078248689810288	-0.002504429320865897
Enterocytes 2	FGF9	ligands	FGF	0.0057831111608100325	0.0032390055166352585	-0.002544105644174774
Enterocytes 2	TNFRSF10B	receptors	TRAIL	0.044651705920733885	0.04210707171625836	-0.002544634204475524
Stem/TA 3	WNT2B	ligands	WNT	0.017697374822807112	0.015151102064655779	-0.002546272758151334
Stem/TA 1	MST1	ligands	MST	0.03150577182172708	0.028943068974133204	-0.0025627028475938736
Tuft	PTCH1	receptors	HEDGEHOG	0.012096809433855939	0.009495166856985551	-0.0026016425768703878
Enterocytes 3	EGF	ligands	EGF	0.002709370086879265	0	-0.002709370086879265
Enterocytes 3	FGFR1	receptors	FGF	0.002709370086879265	0	-0.002709370086879265
TC2	WNT11	ligands	WNT	0.014960011091221841	0.012246617019627046	-0.0027133940715947952
TC1	WNT9A	ligands	WNT	0.004464716138872433	0.0017299846436604292	-0.002734731495212004
TC2	BMPR2	receptors	BMP	0.06774372989487376	0.06495760127113365	-0.002786128623740114
Imma. Gob. 1	BTC	ligands	EGF	0.02053197065334895	0.0177445678223346	-0.0027874028310143524
Goblet	TGFB3	ligands	TGFB	0.002789049719674273	0	-0.002789049719674273
Tuft	NOTCH3	receptors	NOTCH	0.002808792168296859	0	-0.002808792168296859
Ent. Prog. 2	WNT11	ligands	WNT	0.007355275791692193	0.0045303737291499694	-0.002824902062542224
Stem/TA 2	WNT3A	ligands	WNT	0.005062547879926564	0.0022216255787177734	-0.00284092230120879
TC3	IGF1	ligands	IGF	0.004101462606863581	0.0011828450180203845	-0.0029186175888431965
TC3	LTA	ligands	TNFSF10	0.004101462606863581	0.0011828450180203845	-0.0029186175888431965
TC3	WNT3A	ligands	WNT	0.004101462606863581	0.0011828450180203845	-0.0029186175888431965
Stem	PTCH2	receptors	HEDGEHOG	0.02627088439440026	0.023338288907742265	-0.002932595486657995
Ent. Prog. 2	EGF	ligands	EGF	0.0035025122817581873	5.662967161437462e-4	-0.002936215565614441
Stem/TA 3	BMP6	ligands	BMP	0.0029495624704678524	0	-0.0029495624704678524
Stem/TA 3	FST	ligands	TGFB	0.0029495624704678524	0	-0.0029495624704678524
Enterocytes 2	EPHA1	receptors	EPHRIN	0.00619619052943932	0.0032390055166352585	-0.002957185012804062
Goblet	FGF9	ligands	FGF	0.0029963134606337694	0	-0.0029963134606337694
Stem	BMP6	ligands	BMP	0.0030312558916615684	0	-0.0030312558916615684
Stem/TA 2	ACVR1B	receptors	TGFB	0.13526455566284076	0.13220843833335233	-0.0030561173294884336
Stem/TA 1	TGFA	ligands	EGF	0.011704173780561928	0.008647709546333291	-0.0030564642342286365
Ent. Prog. 1	DLL1	ligands	NOTCH	0.006832380704948001	0.003774410724878795	-0.0030579699800692057
Imma. Gob. 2	ERBB3	receptors	EGF	0.02266559742086048	0.01956688001268742	-0.003098717408173062
Stem/TA 1	BMPR1A	receptors	BMP	0.02258243928932741	0.019404079915446064	-0.0031783593738813447
Stem	LRRC32	ligands	TGFB	0.007072930413876992	0.0038897148179570444	-0.003183215595919948
Ent. Prog. 2	PTCH1	receptors	HEDGEHOG	0.004903517194461462	0.0016988901484312384	-0.0032046270460302237
Stem/TA 1	TGFB3	ligands	TGFB	0.0039013912601873093	6.652084266410223e-4	-0.003236182833546287
Stem/TA 1	WNT9A	ligands	WNT	0.0032879896010179995	0	-0.0032879896010179995
